contigName	contigLen	totalAvgDepth	17119-05-01-243200068.sort.bam	17119-05-01-243200068.sort.bam-var	17119-05-02-243200066.sort.bam	17119-05-02-243200066.sort.bam-var	17119-05-03-243200095.sort.bam	17119-05-03-243200095.sort.bam-var	17119-05-04-243200101.sort.bam	17119-05-04-243200101.sort.bam-var	17119-05-05-243200087.sort.bam	17119-05-05-243200087.sort.bam-var	17119-05-06-243200069.sort.bam	17119-05-06-243200069.sort.bam-var	17119-05-07-243200099.sort.bam	17119-05-07-243200099.sort.bam-var	17119-05-08-243200071.sort.bam	17119-05-08-243200071.sort.bam-var	17119-05-09-243200070.sort.bam	17119-05-09-243200070.sort.bam-var	17119-05-10-243200096.sort.bam	17119-05-10-243200096.sort.bam-var	17119-05-11-243200091.sort.bam	17119-05-11-243200091.sort.bam-var	17119-05-12-243200081.sort.bam	17119-05-12-243200081.sort.bam-var	17119-05-13-243200076.sort.bam	17119-05-13-243200076.sort.bam-var	17119-05-14-243200089.sort.bam	17119-05-14-243200089.sort.bam-var	17119-05-15-243200093.sort.bam	17119-05-15-243200093.sort.bam-var	17119-05-16-243200072.sort.bam	17119-05-16-243200072.sort.bam-var	17119-05-17-243200086.sort.bam	17119-05-17-243200086.sort.bam-var	17119-05-18-243200100.sort.bam	17119-05-18-243200100.sort.bam-var	17119-05-19-243200062.sort.bam	17119-05-19-243200062.sort.bam-var	17119-05-20-243200063.sort.bam	17119-05-20-243200063.sort.bam-var	17119-05-21-243200075.sort.bam	17119-05-21-243200075.sort.bam-var	17119-05-22-243200094.sort.bam	17119-05-22-243200094.sort.bam-var	17119-05-23-243200073.sort.bam	17119-05-23-243200073.sort.bam-var	17119-05-24-243200088.sort.bam	17119-05-24-243200088.sort.bam-var	17119-05-25-243200085.sort.bam	17119-05-25-243200085.sort.bam-var	17119-05-26-243200098.sort.bam	17119-05-26-243200098.sort.bam-var	17119-05-27-243200083.sort.bam	17119-05-27-243200083.sort.bam-var	17119-05-28-243200078.sort.bam	17119-05-28-243200078.sort.bam-var	17119-05-30-243200082.sort.bam	17119-05-30-243200082.sort.bam-var	17119-05-31-243200080.sort.bam	17119-05-31-243200080.sort.bam-var	17119-05-32-243200092.sort.bam	17119-05-32-243200092.sort.bam-var	17119-05-33-243200064.sort.bam	17119-05-33-243200064.sort.bam-var	17119-05-34-243200097.sort.bam	17119-05-34-243200097.sort.bam-var	17119-05-35-243200067.sort.bam	17119-05-35-243200067.sort.bam-var	17119-05-36-243200079.sort.bam	17119-05-36-243200079.sort.bam-var	17119-05-37-243200074.sort.bam	17119-05-37-243200074.sort.bam-var	17119-05-38-243200077.sort.bam	17119-05-38-243200077.sort.bam-var	17119-05-39-243200084.sort.bam	17119-05-39-243200084.sort.bam-var	17119-05-40-243200090.sort.bam	17119-05-40-243200090.sort.bam-var	17119D-05-29-243200065.sort.bam	17119D-05-29-243200065.sort.bam-var
S39CNODE_4941_length_9909_cov_10.486097||full	9909	16.2501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0308433	0.0298927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614817	0.0861992	0	0	0.0617891	0.0579778	0.0304334	0.029509	0.0309458	0.0299868	0.0307409	0.0297995	16.0039	95.6424	0	0
S39CNODE_4942_length_9909_cov_8.945200||full	9909	13.1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0308433	0.0307123	0.0309458	0.0453599	0.111897	0.425451	12.9748	30.7524	0	0
S39CNODE_4955_length_9882_cov_8.133204||full	9882	12.3553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309289	0.0420925	0	0	0	0	0.012536	0.0123812	12.3119	18.899	0	0
S39CNODE_4981_length_9854_cov_5.113073||full	9854	7.79235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0230833	0.0456339	0.0310181	0.0605753	0.0310181	0.0300597	0	0	0	0	0.00463726	0.00461623	7.7026	12.2904	0	0
S39CNODE_5069_length_9749_cov_3.514029||full	9749	7.20325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0314616	0.0304648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062819	0.0588845	0	0	0	0	1.80758	7.50484	5.30139	9.63853	0	0
S39CNODE_5072_length_9746_cov_4.987308||full	9746	7.65121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65121	13.2598	0	0
S39CNODE_5083_length_9729_cov_3.665392||full	9729	5.73839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0313185	0.0303389	0	0	0	0	0	0	0	0	5.70707	5.11786	0	0
S39CNODE_5092_length_9719_cov_25.899731||full	9719	105.462	0	0	0	0	0	0	0	0	0	0	0.00282161	0.00281376	0	0	0.024245	0.0456032	0	0	0	0	0	0	0.0170342	0.0389112	0	0	0.27192	3.78673	0	0	0	0	0	0	0	0	0.419375	11.7781	0	0	0.0334413	0.0881268	0	0	0.0842303	0.385031	0	0	0	0	0	0	0	0	0.00323963	0.00323033	0	0	0	0	0	0	0.219041	0.384133	0.0313512	0.0303659	0.140454	0.223825	0.187271	0.469189	0.271397	0.573229	0.0314557	0.036941	62.8082	937.105	40.9164	466.839	0	0
S39CNODE_5114_length_9698_cov_6.412009||full	9698	9.69313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0739422	0.0950849	0	0	2.01508	4.10418	7.60411	35.6344	0	0
S39CNODE_5118_length_9695_cov_4.278216||full	9695	6.88318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0316396	0.0306464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0315348	0.030548	0	0	0	0	0.0314301	0.0304402	0	0	0.0627554	0.0653255	6.72582	7.86687	0	0
S39CNODE_5119_length_9694_cov_34.374520||full	9694	50.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0631811	0.0591919	0.126153	0.153842	0.0470453	0.0680849	0.0473596	0.045113	0.181161	0.23468	0	0	0	0	49.5801	87.2269	0	0
S39CNODE_5145_length_9655_cov_4.645521||full	9655	7.24945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158864	0.0156367	0	0	0	0	0	0	7.23356	9.48654	0	0
S39CNODE_5156_length_9647_cov_5.153148||full	9647	8.511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271665	0.0535956	0	0	0.463831	2.04029	8.02001	16.6512	0	0
S39CNODE_5178_length_9622_cov_7.353716||full	9622	11.4213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0318834	0.0308658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3895	31.6081	0	0
S39CNODE_5188_length_9615_cov_5.861506||full	9615	9.1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0478605	0.0656643	0	0	0	0	0	0	0	0	9.05304	20.4486	0	0
S39CNODE_5216_length_9573_cov_6.082265||full	9573	9.83583	0.0495596	0.294821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00265308	0.00264657	0	0	0	0	0.0160246	0.0157697	0	0	0	0	0.0344901	0.0504982	0	0	0	0	0.0165552	0.0300806	9.71654	82.8944	0	0
S39CNODE_5277_length_9492_cov_5.069937||full	9492	8.10094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0280454	0.166415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323271	0.0434841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0365018	0.223552	0	0	0.115393	0.2687	7.88867	7.85722	0	0
S39CNODE_5280_length_9490_cov_9.726550||full	9490	13.9299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064454	0.0697279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032334	0.0336434	0	0	0	0	0	0	0.032334	0.0312896	0.44379	0.979482	13.357	29.0596	0	0
S39CNODE_5283_length_9488_cov_5.136118||full	9488	8.49347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107089	0.0427312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0319126	0.0604583	0	0	0	0	0	0	0	0	0.571107	1.1928	7.87974	12.3314	0	0
S39CNODE_5286_length_9485_cov_6.300636||full	9485	17.7738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161757	0.0159153	0	0	0	0	0	0	0	0	0	0	8.52234	44.3678	9.23524	14.831	0	0
S39CNODE_5361_length_9391_cov_6.952228||full	9391	10.4143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163402	0.0160709	0.0160156	0.015763	0.00476139	0.00473924	0.0160156	0.0157618	10.3612	16.2733	0	0
S39CNODE_5363_length_9384_cov_27.609712||full	9384	28.2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327052	0.0316379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0324886	0.0314426	0	0	0	0	0	0	0.0327052	0.0316379	0.0490578	0.144795	28.0545	124.059	0	0
S39CNODE_5380_length_9366_cov_9.151004||full	9366	14.5862	0	0	0	0	0	0	0	0	0	0	0.00759549	0.0151362	0	0	0.0131293	0.0390078	0	0	0	0	0	0	0.0144314	0.0552469	0	0	0.0335286	0.211452	0	0	0	0	0.00379774	0.00378392	0.00390625	0.00389141	0.151367	2.09876	0	0	0.0256076	0.138877	0	0	0	0	0	0	0	0	0	0	0	0	0.016059	0.0385866	0	0	0	0	0	0	0.0326606	0.0359392	0.0712891	0.0916024	0	0	0.0303819	0.0598458	0.0926649	0.0940742	0.016059	0.0158034	0.442166	2.86559	13.6315	34.7482	0	0
S39CNODE_5394_length_9354_cov_18.248306||full	9354	33.7176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164059	0.0161436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328118	0.0565142	0	0	0.0328118	0.0317336	0.0738809	0.0684341	0.131247	0.13706	0.0322686	0.0312275	6.83485	37.3531	26.5633	699.759	0	0
S39CNODE_5402_length_9348_cov_10.038954||full	9348	14.3199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328332	0.0646141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328332	0.0326284	0	0	0	0	0.065449	0.090305	0	0	0.156121	0.259875	14.0326	38.5616	0	0
S39CNODE_5427_length_9320_cov_7.126282||full	9320	13.0519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327154	0.0316475	0.0327154	0.0593636	0.065867	0.0689501	0	0	1.64079	3.56354	11.2798	93.8413	0	0
S39CNODE_5434_length_9313_cov_13.425578||full	9313	20.4564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164793	0.0162096	0	0	0	0	0	0	0.0162611	0.0159958	0.0208447	0.0204086	0	0	3.26498	37.1529	17.1378	51.9244	0	0
S39CNODE_5451_length_9299_cov_3.393985||full	9299	5.47131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163952	0.0161284	0	0	0	0	0	0	0	0	0	0	0.0988086	0.120102	5.3561	5.92033	0	0
S39CNODE_5504_length_9232_cov_23.406887||full	9232	34.9429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0317111	0.0624168	0.0621009	0.0870951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0329223	0.0318433	0.0332526	0.0321467	0.0329223	0.0331678	0.0331425	0.058036	0.199295	0.354297	0	0	2.15371	31.486	32.3638	192.484	0	0
S39CNODE_5531_length_9202_cov_13.969498||full	9202	21.0872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333628	0.0614114	0	0	0.0500442	0.0475436	0	0	0.0377817	0.0363629	0	0	1.10771	2.25968	19.8583	35.4054	0	0
S39CNODE_5555_length_9171_cov_8.742760||full	9171	13.3222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0334774	0.0392344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0334774	0.0600692	0.0658464	0.0615174	0.0334774	0.0323617	0.0333666	0.048661	0	0	0	0	0	0	0.0458929	0.0613081	13.0767	74.8122	0	0
S39CNODE_5573_length_9149_cov_7.483506||full	9149	11.6437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100011	0.121585	0	0	0.033337	0.0446714	0	0	0	0	0	0	0.0497833	0.0802293	11.4606	33.9411	0	0
S39CNODE_5588_length_9131_cov_7.581093||full	9131	14.6051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165906	0.016317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0838437	0.143888	0	0	0	0	0.0124708	0.0123141	0.0335152	0.0324004	0	0	3.8361	10.3309	10.6225	30.3011	0	0
S39CNODE_5631_length_9078_cov_3.332040||full	9078	5.17283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17283	4.49647	0	0
S39CNODE_5632_length_9075_cov_8.129157||full	9075	27.775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032381	0.0313259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067451	0.148274	0	0	0	0	0	0	0.0379832	0.0611966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0676751	0.119355	0.0496359	0.0659888	0.101289	0.209143	0	0	0.118319	0.156759	0	0	14.8486	155.269	12.4517	34.4761	0	0
S39CNODE_5669_length_9024_cov_3.852046||full	9024	6.08564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08564	5.21902	0	0
S39CNODE_5700_length_8987_cov_4.398455||full	8987	49.3399	0	0	0	0	0	0	0	0	0.0341745	0.0511146	0	0	0	0	0.459658	0.815249	0	0	0	0	0.0682358	0.0957266	1.97884	2.67305	0	0	1.11984	3.46232	0.0230848	0.0456387	0	0	0.0853231	0.10205	2.44167	6.15252	17.9871	73.274	0.0678963	0.0882148	1.15582	1.52406	0	0	0.52812	0.655714	0	0	0	0	0	0	0	0	0	0	0	0	0.10241	0.0919399	0	0	0.0340613	0.0573501	0.0852099	0.0949356	0.0340613	0.0329047	1.15797	2.2382	2.45887	7.98838	0	0	12.544	43.3688	6.93946	12.9307	0.0341745	0.0330092
S39CNODE_5717_length_8967_cov_5.085390||full	8967	9.6661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333447	0.0655761	0.0663491	0.108231	0	0	1.54599	2.29203	8.02042	10.5511	0	0
S39CNODE_5728_length_8956_cov_8.024716||full	8956	12.4141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341812	0.0330114	0.0342948	0.063327	0.0342948	0.0488084	0	0	0	0	12.3114	18.2587	0	0
S39CNODE_5745_length_8938_cov_14.440392||full	8938	20.4803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170687	0.0167789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171825	0.0168874	0	0	0	0	0.00421029	0.00419419	0.20528	0.290385	0	0	0.415453	2.80758	19.8211	70.0099	0	0
S39CNODE_5767_length_8919_cov_19.201715||full	8919	51.8885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344395	0.0332604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172198	0.0169222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343255	0.0486724	0.0681948	0.077233	0	0	0	0	0.10309	0.160671	0.0338693	0.0327342	24.2292	316.888	27.3681	123.981	0	0
S39CNODE_5779_length_8910_cov_3.988029||full	8910	6.44977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344749	0.0332905	0	0	0.189612	0.227448	6.22569	6.6528	0	0
S39CNODE_5830_length_8853_cov_6.982837||full	8853	11.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0345858	0.051315	0.0692865	0.0844888	0	0	0	0	0.0173503	0.0170523	11.0268	23.208	0	0
S39CNODE_5847_length_8835_cov_4.657859||full	8835	7.3726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0347726	0.0607459	0	0	0.225216	0.421901	7.11261	6.68432	0	0
S39CNODE_5861_length_8828_cov_6.874957||full	8828	12.0827	0	0	0	0	0	0	0	0	0	0	0.00311132	0.00310197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301682	0.714237	0.0693708	0.0973037	0	0	0	0	0.0172851	0.0169917	0	0	0.00311132	0.00310197	0.00345702	0.0034452	0	0	0.0358378	0.186944	0	0	0	0	0.138396	0.209385	0	0	0.0346854	0.0334741	0	0	0.173427	0.294789	0.192786	1.04991	0	0	0.0383729	0.038744	0.0429823	0.0411467	0.00449412	0.00447362	0.0147499	0.021447	0	0	0.128601	0.177065	10.7162	21.9407	0.164208	0.214028
S39CNODE_5908_length_8785_cov_4.692440||full	8785	11.6661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4388	7.58005	7.22733	11.3533	0	0
S39CNODE_5914_length_8779_cov_12.659789||full	8779	20.6489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349983	0.0673886	0.0424151	0.0679704	0	0	0.575965	5.59625	19.9955	187.328	0	0
S39CNODE_5917_length_8774_cov_14.290974||full	8774	33.8429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217996	0.0556659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0589054	0.140316	0	0	0.083372	0.142305	0.100186	0.141172	0.00927644	0.018474	0	0	6.46765	154.141	27.1017	2226.24	0	0
S39CNODE_5929_length_8756_cov_4.736697||full	8756	9.0567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0349756	0.0523496	0	0	0.0350918	0.0526887	0.00371834	0.00370476	0	0	0.0397397	0.114174	0	0	1.47072	3.40055	7.47246	27.64	0	0
S39CNODE_5950_length_8731_cov_8.184993||full	8731	20.0899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39063	8.69118	0	0	0	0	0	0	0	0	0	0	0.0118867	0.035532	0	0	0	0	0	0	0	0	0.545158	6.36134	0	0	0.144039	0.345686	0	0	0	0	0	0	0	0	0.0350775	0.033843	0	0	0	0	0	0	0.0350775	0.0457322	0	0	0.148234	0.340493	0.0309987	0.0610436	0	0	0.034961	0.0586843	0.0779629	0.147665	0	0	2.76122	4.24374	12.8746	29.1934	0	0
S39CNODE_5964_length_8715_cov_12.852194||full	8715	16.9721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352598	0.0340255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035143	0.0339031	0.0352598	0.054578	0.035143	0.0572553	0	0	0.0704028	0.0974472	16.7609	49.0168	0	0
S39CNODE_5973_length_8705_cov_4.845896||full	8705	9.02244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133255	0.20857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0351841	0.039571	0.983869	1.7794	0.00338983	0.00337874	0	0	0	0	0	0	0.0112215	0.0110969	0.0176505	0.0430599	0.105669	0.162313	0	0	0.0351841	0.0566414	0.0350672	0.0574507	0.0350672	0.0581494	0	0	0.0524839	0.0670312	7.5744	12.5747	0	0
S39CNODE_6012_length_8662_cov_15.143023||full	8662	23.4188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353618	0.0519753	0	0	0.0702538	0.0810741	0	0	0	0	0	0	23.3132	57.2085	0	0
