rowname	Order	Family	Genus	source	mapping	mapping2	color
S38CNODE_1992_length_17294_cov_5.139973||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2051_length_16990_cov_15.905226||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2081_length_16847_cov_4.679609||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2131_length_16581_cov_8.290028||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_223_length_56472_cov_10.166616||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_2287_length_15861_cov_52.580413||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2348_length_15512_cov_8.637316||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2359_length_15483_cov_18.420923||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2455_length_15108_cov_11.174052||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2479_length_15042_cov_6.242810||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2526_length_14875_cov_5.866397||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_252_length_53225_cov_11.881192||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2534_length_14835_cov_6.848512||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2548_length_14761_cov_6.796002||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_254_length_53010_cov_75.672439||0_partial	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2576_length_14649_cov_5.095313||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2595_length_14580_cov_5.743133||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2621_length_14465_cov_4.949618||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2642_length_14382_cov_161.292594||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2743_length_14054_cov_8.983999||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_2864_length_13677_cov_8.150198||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_2865_length_13673_cov_14.622705||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_286_length_51267_cov_10.443568||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2878_length_13638_cov_9.032393||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_2901_length_13551_cov_6.416938||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3017_length_13270_cov_15.117442||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3109_length_13017_cov_7.621740||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3121_length_12976_cov_5.237985||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_321_length_48385_cov_5.451748||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3259_length_12549_cov_21.193293||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3290_length_12466_cov_3.883974||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3292_length_12461_cov_14.344672||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3322_length_12401_cov_9.258545||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3342_length_12341_cov_26.543871||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3358_length_12293_cov_14.406929||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3380_length_12231_cov_26.630174||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3422_length_12109_cov_5.265804||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_3475_length_11968_cov_4.333082||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3491_length_11931_cov_4.439542||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3528_length_11837_cov_9.490494||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_3553_length_11769_cov_4.692078||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3564_length_11736_cov_5.560825||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3634_length_11559_cov_14.816586||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3635_length_11558_cov_10.748935||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3639_length_11543_cov_3.975801||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_3688_length_11397_cov_5.812643||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_3725_length_11321_cov_4.335168||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3740_length_11270_cov_11.425680||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3823_length_11101_cov_11.332790||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_3901_length_10959_cov_7.339967||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3902_length_10956_cov_4.824787||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_3908_length_10941_cov_5.370384||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_4016_length_10701_cov_12.674807||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4106_length_10522_cov_16.722270||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4138_length_10455_cov_9.375769||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4188_length_10348_cov_4.478675||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4221_length_10283_cov_11.454243||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4314_length_10088_cov_7.983156||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4331_length_10063_cov_4.627098||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_4386_length_9966_cov_9.041267||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4471_length_9817_cov_5.633374||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4522_length_9741_cov_8.105616||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4537_length_9722_cov_4.986552||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4580_length_9642_cov_13.799520||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4582_length_9640_cov_17.791341||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4584_length_9637_cov_4.167606||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_4594_length_9618_cov_4.194500||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4625_length_9570_cov_15.094693||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4638_length_9553_cov_5.600126||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4664_length_9505_cov_5.444550||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4695_length_9457_cov_13.933312||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4715_length_9435_cov_5.367271||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_471_length_39562_cov_90.844585||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4721_length_9425_cov_8.879936||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4723_length_9421_cov_100.145633||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4730_length_9409_cov_4.365726||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4747_length_9381_cov_49.448745||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4749_length_9380_cov_7.408579||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4764_length_9362_cov_11.955625||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_480_length_39224_cov_6.311241||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4875_length_9188_cov_7.924340||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4883_length_9176_cov_3.731937||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4887_length_9166_cov_4.051366||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4907_length_9145_cov_6.935754||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4928_length_9115_cov_3.872517||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4930_length_9114_cov_8.970195||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_4972_length_9054_cov_7.574619||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5004_length_9022_cov_4.250474||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5009_length_9016_cov_4.714652||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5076_length_8927_cov_14.668846||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_508_length_38214_cov_5.620954||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5128_length_8856_cov_31.260652||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5166_length_8811_cov_8.336569||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5194_length_8774_cov_4.580342||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5206_length_8764_cov_9.218280||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5225_length_8738_cov_6.336174||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5287_length_8651_cov_4.322941||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5337_length_8585_cov_26.605744||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5339_length_8580_cov_15.419472||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5414_length_8490_cov_12.077653||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5446_length_8447_cov_5.170281||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5484_length_8401_cov_19.324587||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5505_length_8370_cov_5.435478||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5520_length_8350_cov_33.884991||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5548_length_8309_cov_12.076811||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5558_length_8289_cov_3.925067||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5569_length_8272_cov_85.028843||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5590_length_8245_cov_5.567521||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_5695_length_8119_cov_4.858631||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_5747_length_8074_cov_6.015089||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5772_length_8036_cov_11.907280||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5810_length_7991_cov_12.994456||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5852_length_7943_cov_12.649975||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5859_length_7937_cov_22.517508||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_5863_length_7933_cov_19.048236||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5891_length_7896_cov_55.160566||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5939_length_7850_cov_4.757152||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5956_length_7824_cov_7.037971||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_5962_length_7819_cov_9.708784||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6025_length_7751_cov_18.485967||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6031_length_7747_cov_5.805902||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6089_length_7679_cov_4.518494||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_6136_length_7631_cov_30.898231||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6170_length_7601_cov_5.628677||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6193_length_7572_cov_34.364241||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6196_length_7568_cov_5.912951||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6198_length_7563_cov_15.392914||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6211_length_7552_cov_5.170201||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6286_length_7481_cov_5.039321||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6336_length_7432_cov_4.495594||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_633_length_33512_cov_8.544370||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6376_length_7391_cov_15.606598||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6380_length_7386_cov_6.220434||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6384_length_7381_cov_5.930794||full_1	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_6422_length_7343_cov_4.758782||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6486_length_7277_cov_11.331626||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6502_length_7261_cov_10.189842||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_6507_length_7258_cov_17.042621||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6512_length_7255_cov_8.678750||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6516_length_7253_cov_5.441373||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6540_length_7228_cov_38.173986||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6552_length_7217_cov_4.327423||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6576_length_7192_cov_4.707160||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6590_length_7174_cov_20.462565||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6627_length_7135_cov_4.355932||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6636_length_7127_cov_4.115809||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6710_length_7055_cov_9.369571||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6723_length_7042_cov_4.391727||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_6734_length_7028_cov_12.624408||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6745_length_7016_cov_35.106307||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_677_length_32402_cov_28.307880||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6793_length_6983_cov_4.507217||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_679_length_32390_cov_8.121973||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6803_length_6973_cov_36.700491||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6809_length_6967_cov_11.953848||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_680_length_32363_cov_10.103659||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6887_length_6888_cov_4.225230||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_6893_length_6883_cov_8.393380||full_1	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_692_length_32196_cov_27.666283||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_6938_length_6846_cov_17.158150||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7029_length_6766_cov_3.844882||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7031_length_6765_cov_5.752906||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7063_length_6746_cov_3.882379||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_7077_length_6735_cov_5.924701||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7140_length_6699_cov_27.995334||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7229_length_6624_cov_12.578627||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7254_length_6606_cov_3.832087||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_7296_length_6573_cov_4.677508||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7303_length_6567_cov_6.505682||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7335_length_6538_cov_31.863643||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_733_length_31082_cov_18.641280||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7341_length_6533_cov_9.217351||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7342_length_6532_cov_5.614636||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7344_length_6529_cov_9.874730||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7363_length_6513_cov_4.882007||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7455_length_6438_cov_7.056713||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7485_length_6420_cov_31.048547||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7488_length_6419_cov_5.444060||full_1	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7505_length_6407_cov_3.597292||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7600_length_6331_cov_9.608349||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7630_length_6312_cov_4.562570||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_7638_length_6310_cov_4.401439||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_7672_length_6282_cov_7.350731||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7681_length_6278_cov_4.441427||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7699_length_6264_cov_3.334837||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_7729_length_6241_cov_3.578080||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7737_length_6236_cov_5.499110||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_7825_length_6176_cov_4.154223||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_7856_length_6154_cov_3.579603||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7909_length_6113_cov_4.906240||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_7947_length_6084_cov_3.889534||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8065_length_6007_cov_15.222278||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8067_length_6003_cov_24.661903||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8074_length_5995_cov_5.294949||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8077_length_5995_cov_4.223569||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8141_length_5959_cov_4.680556||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8156_length_5952_cov_5.308462||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
S38CNODE_8157_length_5952_cov_4.943700||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8186_length_5934_cov_13.712026||full	Unassigned	Unassigned	Unassigned	FMT study	Donor 2 specific	Donor 2 specific	#FFFF99
S38CNODE_8227_length_5912_cov_11.383473||full	Unassigned	Unassigned	Unassigned	FMT study	Shared by donors	Shared by donors	#1F78B4
