""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID"	"koID"
"g016811"	"g016811"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00105"	"GCF_004361205:NZ_NKLD01000102.1:46092-45835"	"hypothetical protein"	""	NA	"g013736"	""
"g016812"	"g016812"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00115"	"GCF_004361205:NZ_NKLD01000102.1:48867-49109"	"hypothetical protein"	""	NA	"g013737"	""
"g016813"	"g016813"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00196"	"GCF_004361205:NZ_NKLD01000106.1:20587-18188"	"Primosomal protein N'"	"3.6.4.-"	NA	"g013738"	"K04066"
"g016814"	"g016814"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00197"	"GCF_004361205:NZ_NKLD01000106.1:20862-20638"	"DNA-directed RNA polymerase subunit omega"	"2.7.7.6"	NA	"g013739"	"K03060"
"g016815"	"g016815"	"0.632867132867133"	0	0	0.444444444444444	0.285714285714286	"GCF_004361205:CFODAFON_00205"	"GCF_004361205:NZ_NKLD01000106.1:27826-26975"	"Bifunctional protein FolD protein"	""	NA	"g013740"	"K01491"
"g016816"	"g016816"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00227"	"GCF_004361205:NZ_NKLD01000106.1:45941-45483"	"hypothetical protein"	""	NA	"g013741"	""
"g016817"	"g016817"	"1"	0	0	0.666666666666667	0.571428571428571	"GCF_004361205:CFODAFON_00285"	"GCF_004361205:NZ_NKLD01000111.1:10396-9392"	"HTH-type transcriptional regulator LacR"	""	NA	"g013742"	""
"g016818"	"g016818"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00296"	"GCF_004361205:NZ_NKLD01000112.1:6544-5504"	"Spermidine/putrescine import ATP-binding protein PotA"	"7.6.2.11"	NA	"g013743"	"K11072"
"g016819"	"g016819"	"1"	1	1	0.888888888888889	1	"GCF_004361205:CFODAFON_00410"	"GCF_004361205:NZ_NKLD01000119.1:5330-4119"	"hypothetical protein"	""	NA	"g013744"	""
"g016820"	"g016820"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00454"	"GCF_004361205:NZ_NKLD01000127.1:1876-1337"	"hypothetical protein"	""	NA	"g013745"	""
"g016821"	"g016821"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_00493"	"GCF_004361205:NZ_NKLD01000130.1:8344-8568"	"hypothetical protein"	""	NA	"g013746"	""
"g016822"	"g016822"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00500"	"GCF_004361205:NZ_NKLD01000132.1:290-111"	"Cytochrome bd-II ubiquinol oxidase subunit 1"	"7.1.1.3"	NA	"g013747"	"K00425"
"g016823"	"g016823"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00523"	"GCF_004361205:NZ_NKLD01000135.1:135-620"	"hypothetical protein"	""	NA	"g013748"	""
"g016824"	"g016824"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00530"	"GCF_004361205:NZ_NKLD01000138.1:1911-1309"	"hypothetical protein"	""	NA	"g013749"	""
"g016825"	"g016825"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00551"	"GCF_004361205:NZ_NKLD01000014.1:1908-2393"	"hypothetical protein"	""	NA	"g013701"	""
"g016826"	"g016826"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_00608"	"GCF_004361205:NZ_NKLD01000147.1:3396-2611"	"Tyrosine-protein kinase YwqD"	"2.7.10.2"	NA	"g013750"	""
"g016827"	"g016827"	"0.475"	1	0	0.777777777777778	1	"GCF_004361205:CFODAFON_00717"	"GCF_004361205:NZ_NKLD01000154.1:5182-4847"	"hypothetical protein"	""	NA	"g013751"	""
"g016828"	"g016828"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00725"	"GCF_004361205:NZ_NKLD01000155.1:829-326"	"O-acetyl-ADP-ribose deacetylase"	"3.1.1.106"	NA	"g013752"	""
"g016829"	"g016829"	"0.584615384615385"	1	0	0.666666666666667	0.857142857142857	"GCF_004361205:CFODAFON_00768"	"GCF_004361205:NZ_NKLD01000158.1:21528-21202"	"hypothetical protein"	""	NA	"g013753"	""
"g016830"	"g016830"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_00784"	"GCF_004361205:NZ_NKLD01000016.1:4155-4349"	"hypothetical protein"	""	NA	"g013702"	""
"g016831"	"g016831"	"0.475"	1	1	0.777777777777778	1	"GCF_004361205:CFODAFON_00879"	"GCF_004361205:NZ_NKLD01000168.1:16-207"	"hypothetical protein"	""	NA	"g013754"	""
"g016832"	"g016832"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00882"	"GCF_004361205:NZ_NKLD01000017.1:525-130"	"hypothetical protein"	""	NA	"g013703"	""
"g016833"	"g016833"	"1"	1	1	0.888888888888889	0.857142857142857	"GCF_004361205:CFODAFON_00889"	"GCF_004361205:NZ_NKLD01000185.1:224-15"	"IS256 family transposase IS1201"	""	NA	"g013755"	""
"g016834"	"g016834"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_00898"	"GCF_004361205:NZ_NKLD01000019.1:6830-7921"	"hypothetical protein"	""	NA	"g013705"	""
"g016835"	"g016835"	"1"	1	0	0.555555555555556	0.571428571428571	"GCF_004361205:CFODAFON_00902"	"GCF_004361205:NZ_NKLD01000019.1:11657-11541"	"hypothetical protein"	""	NA	"g013704"	""
"g016836"	"g016836"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00930"	"GCF_004361205:NZ_NKLD01000226.1:1-300"	"hypothetical protein"	""	NA	"g013756"	""
"g016837"	"g016837"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00949"	"GCF_004361205:NZ_NKLD01000238.1:362-841"	"hypothetical protein"	""	NA	"g013757"	""
"g016838"	"g016838"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_00975"	"GCF_004361205:NZ_NKLD01000250.1:470-108"	"hypothetical protein"	""	NA	"g013758"	""
"g016839"	"g016839"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01016"	"GCF_004361205:NZ_NKLD01000274.1:4-426"	"hypothetical protein"	""	NA	"g013759"	""
"g016840"	"g016840"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01058"	"GCF_004361205:NZ_NKLD01000029.1:11413-11634"	"Translation initiation factor IF-1"	""	NA	"g013706"	"K02518"
"g016841"	"g016841"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01063"	"GCF_004361205:NZ_NKLD01000029.1:13564-13947"	"50S ribosomal protein L17"	""	NA	"g013707"	"K02879"
"g016842"	"g016842"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01074"	"GCF_004361205:NZ_NKLD01000289.1:49-720"	"hypothetical protein"	""	NA	"g013760"	""
"g016843"	"g016843"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01094"	"GCF_004361205:NZ_NKLD01000030.1:8906-10282"	"DNA repair protein RadA"	"3.6.4.-"	NA	"g013708"	"K04485"
"g016844"	"g016844"	"0.0884615384615385"	0	0	0.444444444444444	0	"GCF_004361205:CFODAFON_01115"	"GCF_004361205:NZ_NKLD01000295.1:2076-3164"	"hypothetical protein"	""	NA	"g013761"	""
"g016845"	"g016845"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01120"	"GCF_004361205:NZ_NKLD01000295.1:7449-7796"	"hypothetical protein"	""	NA	"g013762"	""
"g016846"	"g016846"	"0.0625"	0	0	0	0.428571428571429	"GCF_004361205:CFODAFON_01175"	"GCF_004361205:NZ_NKLD01000033.1:2816-4765"	"hypothetical protein"	""	NA	"g013709"	""
"g016847"	"g016847"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01200"	"GCF_004361205:NZ_NKLD01000325.1:282-428"	"hypothetical protein"	""	NA	"g013763"	""
"g016848"	"g016848"	"1"	0	1	0.111111111111111	0.142857142857143	"GCF_004361205:CFODAFON_01222"	"GCF_004361205:NZ_NKLD01000035.1:6247-7017"	"Acid sugar phosphatase"	"3.1.3.-"	NA	"g013710"	"K01101"
"g016849"	"g016849"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01246"	"GCF_004361205:NZ_NKLD01000036.1:1353-1429"	"tRNA-Met(cat)"	""	NA	"g013711"	NA
"g016850"	"g016850"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01253"	"GCF_004361205:NZ_NKLD01000036.1:2715-2798"	"tRNA-Tyr(gta)"	""	NA	"g013712"	NA
"g016851"	"g016851"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01258"	"GCF_004361205:NZ_NKLD01000036.1:3171-3257"	"tRNA-Leu(caa)"	""	NA	"g013713"	NA
"g016852"	"g016852"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_01266"	"GCF_004361205:NZ_NKLD01000354.1:835-113"	"hypothetical protein"	""	NA	"g013764"	""
"g016853"	"g016853"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01286"	"GCF_004361205:NZ_NKLD01000363.1:2453-2298"	"hypothetical protein"	""	NA	"g013765"	""
"g016854"	"g016854"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01316"	"GCF_004361205:NZ_NKLD01000369.1:30-410"	"IS256 family transposase IS1201"	""	NA	"g013766"	""
"g016855"	"g016855"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01317"	"GCF_004361205:NZ_NKLD01000038.1:287-1189"	"Transcriptional regulator MtlR"	""	NA	"g013714"	"K03483"
"g016856"	"g016856"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_01440"	"GCF_004361205:NZ_NKLD01000411.1:237-458"	"hypothetical protein"	""	NA	"g013767"	""
"g016857"	"g016857"	"8.74125874125873e-05"	0	1	0	1	"GCF_004361205:CFODAFON_01450"	"GCF_004361205:NZ_NKLD01000422.1:32-244"	"hypothetical protein"	""	NA	"g013768"	""
"g016858"	"g016858"	"8.74125874125873e-05"	0	1	0	1	"GCF_004361205:CFODAFON_01462"	"GCF_004361205:NZ_NKLD01000046.1:6004-5843"	"Serine/threonine exchanger SteT"	""	NA	"g013715"	"K03294"
"g016859"	"g016859"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_01465"	"GCF_004361205:NZ_NKLD01000444.1:24-314"	"hypothetical protein"	""	NA	"g013769"	""
"g016860"	"g016860"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_01477"	"GCF_004361205:NZ_NKLD01000047.1:6801-8192"	"hypothetical protein"	""	NA	"g013716"	""
"g016861"	"g016861"	"0.4375"	0	0	0	0.142857142857143	"GCF_004361205:CFODAFON_01488"	"GCF_004361205:NZ_NKLD01000455.1:312-121"	"hypothetical protein"	""	NA	"g013770"	""
"g016862"	"g016862"	"0.475"	1	0	0.222222222222222	0	"GCF_004361205:CFODAFON_01502"	"GCF_004361205:NZ_NKLD01000464.1:785-483"	"IS982 family transposase ISLhe5"	""	NA	"g013771"	""
"g016863"	"g016863"	"0.475"	0	0	0.222222222222222	0	"GCF_004361205:CFODAFON_01503"	"GCF_004361205:NZ_NKLD01000467.1:415-287"	"hypothetical protein"	""	NA	"g013772"	""
"g016864"	"g016864"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01530"	"GCF_004361205:NZ_NKLD01000472.1:9-314"	"hypothetical protein"	""	NA	"g013773"	""
"g016865"	"g016865"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01531"	"GCF_004361205:NZ_NKLD01000475.1:19-363"	"hypothetical protein"	""	NA	"g013774"	""
"g016866"	"g016866"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_01577"	"GCF_004361205:NZ_NKLD01000487.1:403-8"	"hypothetical protein"	""	NA	"g013775"	""
"g016867"	"g016867"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01578"	"GCF_004361205:NZ_NKLD01000491.1:28-300"	"hypothetical protein"	""	NA	"g013776"	""
"g016868"	"g016868"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01586"	"GCF_004361205:NZ_NKLD01000498.1:382-17"	"hypothetical protein"	""	NA	"g013777"	""
"g016869"	"g016869"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_01610"	"GCF_004361205:NZ_NKLD01000516.1:399-4"	"hypothetical protein"	""	NA	"g013778"	""
"g016870"	"g016870"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01662"	"GCF_004361205:NZ_NKLD01000530.1:213-836"	"hypothetical protein"	""	NA	"g013779"	""
"g016871"	"g016871"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01663"	"GCF_004361205:NZ_NKLD01000533.1:33-371"	"hypothetical protein"	""	NA	"g013780"	""
"g016872"	"g016872"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01696"	"GCF_004361205:NZ_NKLD01000541.1:20-208"	"hypothetical protein"	""	NA	"g013781"	""
"g016873"	"g016873"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_01706"	"GCF_004361205:NZ_NKLD01000059.1:3826-2720"	"hypothetical protein"	""	NA	"g013719"	""
"g016874"	"g016874"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_01740"	"GCF_004361205:NZ_NKLD01000059.1:25273-25506"	"hypothetical protein"	""	NA	"g013717"	""
"g016875"	"g016875"	"1"	1	1	1	1	"GCF_004361205:CFODAFON_01741"	"GCF_004361205:NZ_NKLD01000059.1:25503-25889"	"hypothetical protein"	""	NA	"g013718"	""
"g016876"	"g016876"	"1"	1	1	0.222222222222222	0.142857142857143	"GCF_004361205:CFODAFON_01761"	"GCF_004361205:NZ_NKLD01000059.1:40028-42253"	"hypothetical protein"	""	NA	"g013720"	""
"g016877"	"g016877"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_01790"	"GCF_004361205:NZ_NKLD01000006.1:10390-11148"	"Enoyl-[acyl-carrier-protein] reductase [NADH] FabI"	"1.3.1.9"	NA	"g013699"	"K00208"
"g016878"	"g016878"	"0.0625"	0	0	0	0.428571428571429	"GCF_004361205:CFODAFON_01845"	"GCF_004361205:NZ_NKLD01000061.1:31637-32056"	"hypothetical protein"	""	NA	"g013721"	""
"g016879"	"g016879"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_02062"	"GCF_004361205:NZ_NKLD01000080.1:15785-14604"	"Tyrosine recombinase XerC"	""	NA	"g013722"	""
"g016880"	"g016880"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_02074"	"GCF_004361205:NZ_NKLD01000080.1:19911-20027"	"hypothetical protein"	""	NA	"g013723"	""
"g016881"	"g016881"	"1"	0	0	0.333333333333333	0.428571428571429	"GCF_004361205:CFODAFON_02087"	"GCF_004361205:NZ_NKLD01000080.1:27640-27810"	"hypothetical protein"	""	NA	"g013724"	""
"g016882"	"g016882"	"0.4375"	0	0	0	0.142857142857143	"GCF_004361205:CFODAFON_02102"	"GCF_004361205:NZ_NKLD01000080.1:32316-33167"	"hypothetical protein"	""	NA	"g013725"	""
"g016883"	"g016883"	"0.4375"	0	0	0	0.142857142857143	"GCF_004361205:CFODAFON_02106"	"GCF_004361205:NZ_NKLD01000080.1:36468-37175"	"ATP-dependent Clp protease proteolytic subunit"	"3.4.21.92"	NA	"g013726"	""
"g016884"	"g016884"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_02107"	"GCF_004361205:NZ_NKLD01000080.1:37188-38390"	"hypothetical protein"	""	NA	"g013727"	""
"g016885"	"g016885"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_02125"	"GCF_004361205:NZ_NKLD01000080.1:56251-56655"	"hypothetical protein"	""	NA	"g013728"	""
"g016886"	"g016886"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_02149"	"GCF_004361205:NZ_NKLD01000080.1:79184-77868"	"Cardiolipin synthase"	"2.7.8.-"	NA	"g013729"	"K06131"
"g016887"	"g016887"	"1"	0	0	0	0	"GCF_004361205:CFODAFON_02152"	"GCF_004361205:NZ_NKLD01000081.1:2089-1538"	"hypothetical protein"	""	NA	"g013730"	""
"g016888"	"g016888"	"0.584615384615385"	1	1	0.333333333333333	0.142857142857143	"GCF_004361205:CFODAFON_02153"	"GCF_004361205:NZ_NKLD01000082.1:239-9"	"IS256 family transposase IS1201"	""	NA	"g013731"	""
"g016889"	"g016889"	"1"	0	1	0.222222222222222	0.142857142857143	"GCF_004361205:CFODAFON_02198"	"GCF_004361205:NZ_NKLD01000086.1:1092-1478"	"UvrABC system protein A"	""	NA	"g013732"	"K03701"
"g016890"	"g016890"	"0.584615384615385"	1	1	0.333333333333333	0.142857142857143	"GCF_004361215:PKEIAJHE_00040"	"GCF_004361215:NZ_NKLE01000102.1:9296-8874"	"hypothetical protein"	""	NA	"g013829"	""
"g016891"	"g016891"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00117"	"GCF_004361215:NZ_NKLE01000102.1:57724-57494"	"hypothetical protein"	""	NA	"g013824"	""
"g016892"	"g016892"	"1"	0	0	0.444444444444444	0.428571428571429	"GCF_004361215:PKEIAJHE_00118"	"GCF_004361215:NZ_NKLE01000102.1:57929-57708"	"hypothetical protein"	""	NA	"g013825"	""
"g016893"	"g016893"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00129"	"GCF_004361215:NZ_NKLE01000102.1:64826-64440"	"hypothetical protein"	""	NA	"g013826"	""
"g016894"	"g016894"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00132"	"GCF_004361215:NZ_NKLE01000102.1:66786-66376"	"hypothetical protein"	""	NA	"g013827"	""
"g016895"	"g016895"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00154"	"GCF_004361215:NZ_NKLE01000102.1:87234-86986"	"hypothetical protein"	""	NA	"g013828"	""
"g016896"	"g016896"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00173"	"GCF_004361215:NZ_NKLE01000102.1:95821-95645"	"hypothetical protein"	""	NA	"g013830"	""
"g016897"	"g016897"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00245"	"GCF_004361215:NZ_NKLE01000102.1:163642-162317"	"hypothetical protein"	""	NA	"g013823"	""
"g016898"	"g016898"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00248"	"GCF_004361215:NZ_NKLE01000103.1:1616-687"	"hypothetical protein"	""	NA	"g013831"	""
"g016899"	"g016899"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00360"	"GCF_004361215:NZ_NKLE01000105.1:2133-784"	"ISNCY family transposase ISSeq2"	""	NA	"g013832"	""
"g016900"	"g016900"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00485"	"GCF_004361215:NZ_NKLE01000113.1:5986-6474"	"Prolyl-tRNA editing protein ProX"	""	NA	"g013833"	"K19055"
"g016901"	"g016901"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00528"	"GCF_004361215:NZ_NKLE01000116.1:15457-16707"	"Multidrug export protein MepA"	""	NA	"g013834"	"K18908"
"g016902"	"g016902"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00804"	"GCF_004361215:NZ_NKLE01000143.1:15588-15337"	"hypothetical protein"	""	NA	"g013835"	""
"g016903"	"g016903"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00805"	"GCF_004361215:NZ_NKLE01000144.1:890-129"	"putative ABC transporter ATP-binding protein"	""	NA	"g013836"	"K06147"
"g016904"	"g016904"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00858"	"GCF_004361215:NZ_NKLE01000148.1:17703-16930"	"hypothetical protein"	""	NA	"g013837"	""
"g016905"	"g016905"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00942"	"GCF_004361215:NZ_NKLE01000149.1:64540-63890"	"Putative phosphatase"	"3.1.3.-"	NA	"g013838"	""
"g016906"	"g016906"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_00953"	"GCF_004361215:NZ_NKLE01000151.1:1838-1954"	"hypothetical protein"	""	NA	"g013839"	""
"g016907"	"g016907"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01085"	"GCF_004361215:NZ_NKLE01000021.1:16948-17715"	"D-aminoacyl-tRNA deacylase"	"3.1.1.96"	NA	"g013788"	"K03424"
"g016908"	"g016908"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01098"	"GCF_004361215:NZ_NKLE01000022.1:3989-4498"	"DNA-directed RNA polymerase subunit delta"	""	NA	"g013789"	""
"g016909"	"g016909"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01111"	"GCF_004361215:NZ_NKLE01000219.1:20-391"	"hypothetical protein"	""	NA	"g013840"	""
"g016910"	"g016910"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01116"	"GCF_004361215:NZ_NKLE01000230.1:384-22"	"hypothetical protein"	""	NA	"g013841"	""
"g016911"	"g016911"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01190"	"GCF_004361215:NZ_NKLE01000268.1:120-479"	"hypothetical protein"	""	NA	"g013842"	""
"g016912"	"g016912"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01211"	"GCF_004361215:NZ_NKLE01000028.1:16354-16572"	"hypothetical protein"	""	NA	"g013790"	""
"g016913"	"g016913"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01223"	"GCF_004361215:NZ_NKLE01000278.1:794-120"	"hypothetical protein"	""	NA	"g013843"	""
"g016914"	"g016914"	"1"	1	1	0.888888888888889	1	"GCF_004361215:PKEIAJHE_01234"	"GCF_004361215:NZ_NKLE01000029.1:7155-7337"	"hypothetical protein"	""	NA	"g013791"	""
"g016915"	"g016915"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01261"	"GCF_004361215:NZ_NKLE01000282.1:24-197"	"hypothetical protein"	""	NA	"g013844"	""
"g016916"	"g016916"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01293"	"GCF_004361215:NZ_NKLE01000031.1:65-1222"	"hypothetical protein"	""	NA	"g013792"	""
"g016917"	"g016917"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01342"	"GCF_004361215:NZ_NKLE01000034.1:8284-7634"	"Protein DedA"	""	NA	"g013793"	"K03975"
"g016918"	"g016918"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01346"	"GCF_004361215:NZ_NKLE01000328.1:2330-3448"	"Putative glycosyltransferase EpsF"	"2.4.-.-"	NA	"g013845"	"K19424"
"g016919"	"g016919"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01385"	"GCF_004361215:NZ_NKLE01000336.1:631-89"	"hypothetical protein"	""	NA	"g013846"	""
"g016920"	"g016920"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01386"	"GCF_004361215:NZ_NKLE01000339.1:334-47"	"hypothetical protein"	""	NA	"g013847"	""
"g016921"	"g016921"	"1"	1	1	1	1	"GCF_004361215:PKEIAJHE_01387"	"GCF_004361215:NZ_NKLE01000342.1:394-5"	"hypothetical protein"	""	NA	"g013848"	""
"g016922"	"g016922"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01402"	"GCF_004361215:NZ_NKLE01000036.1:16025-17194"	"Mannitol-1-phosphate 5-dehydrogenase"	"1.1.1.17"	NA	"g013794"	"K00009"
"g016923"	"g016923"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01426"	"GCF_004361215:NZ_NKLE01000037.1:9182-8826"	"hypothetical protein"	""	NA	"g013795"	""
"g016924"	"g016924"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01517"	"GCF_004361215:NZ_NKLE01000357.1:21178-21393"	"hypothetical protein"	""	NA	"g013849"	""
"g016925"	"g016925"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01526"	"GCF_004361215:NZ_NKLE01000363.1:62-274"	"hypothetical protein"	""	NA	"g013850"	""
"g016926"	"g016926"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01528"	"GCF_004361215:NZ_NKLE01000039.1:1382-681"	"IS982 family transposase ISLh1"	""	NA	"g013796"	""
"g016927"	"g016927"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01534"	"GCF_004361215:NZ_NKLE01000004.1:3341-2625"	"hypothetical protein"	""	NA	"g013782"	""
"g016928"	"g016928"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01540"	"GCF_004361215:NZ_NKLE01000390.1:382-107"	"hypothetical protein"	""	NA	"g013851"	""
"g016929"	"g016929"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01545"	"GCF_004361215:NZ_NKLE01000391.1:379-8"	"hypothetical protein"	""	NA	"g013852"	""
"g016930"	"g016930"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01559"	"GCF_004361215:NZ_NKLE01000401.1:255-330"	"tRNA-Lys(ctt)"	""	NA	"g013853"	NA
"g016931"	"g016931"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01560"	"GCF_004361215:NZ_NKLE01000402.1:669-397"	"hypothetical protein"	""	NA	"g013854"	""
"g016932"	"g016932"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01565"	"GCF_004361215:NZ_NKLE01000405.1:497-279"	"hypothetical protein"	""	NA	"g013855"	""
"g016933"	"g016933"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01611"	"GCF_004361215:NZ_NKLE01000415.1:449-81"	"hypothetical protein"	""	NA	"g013856"	""
"g016934"	"g016934"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01615"	"GCF_004361215:NZ_NKLE01000044.1:1887-3374"	"Ascorbate-specific PTS system EIIC component"	""	NA	"g013798"	"K03475"
"g016935"	"g016935"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01626"	"GCF_004361215:NZ_NKLE01000044.1:10830-11249"	"hypothetical protein"	""	NA	"g013797"	""
"g016936"	"g016936"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01627"	"GCF_004361215:NZ_NKLE01000421.1:357-109"	"hypothetical protein"	""	NA	"g013857"	""
"g016937"	"g016937"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01628"	"GCF_004361215:NZ_NKLE01000424.1:100-414"	"hypothetical protein"	""	NA	"g013858"	""
"g016938"	"g016938"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01635"	"GCF_004361215:NZ_NKLE01000428.1:17-193"	"hypothetical protein"	""	NA	"g013859"	""
"g016939"	"g016939"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01646"	"GCF_004361215:NZ_NKLE01000437.1:1215-1427"	"hypothetical protein"	""	NA	"g013860"	""
"g016940"	"g016940"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01656"	"GCF_004361215:NZ_NKLE01000439.1:7-345"	"hypothetical protein"	""	NA	"g013861"	""
"g016941"	"g016941"	"1"	0	0	0.111111111111111	0	"GCF_004361215:PKEIAJHE_01657"	"GCF_004361215:NZ_NKLE01000440.1:412-116"	"hypothetical protein"	""	NA	"g013862"	""
"g016942"	"g016942"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01677"	"GCF_004361215:NZ_NKLE01000451.1:127-552"	"hypothetical protein"	""	NA	"g013863"	""
"g016943"	"g016943"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01678"	"GCF_004361215:NZ_NKLE01000452.1:34-399"	"hypothetical protein"	""	NA	"g013864"	""
"g016944"	"g016944"	"1"	0	0	0	0	"GCF_004361215:PKEIAJHE_01679"	"GCF_004361215:NZ_NKLE01000455.1:140-577"	"Polyketide synthase PksN"	"2.3.1.-"	NA	"g013865"	"K13614"
