Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g016514	GCF_007713895:NZ_SGWL01000020.1:2757-322	GCF_007713895:BOCLBNHN_00782	hypothetical protein		
g016515	GCF_007713895:NZ_SGWL01000020.1:5709-2788	GCF_007713895:BOCLBNHN_00783	Chromosome partition protein Smc		
g016516	GCF_007713895:NZ_SGWL01000020.1:6622-5843	GCF_007713895:BOCLBNHN_00784	hypothetical protein		
g016517	GCF_007713895:NZ_SGWL01000021.1:11838-11140	GCF_007713895:BOCLBNHN_00815	hypothetical protein		
g016518	GCF_007713895:NZ_SGWL01000021.1:14575-14450	GCF_007713895:BOCLBNHN_00818	hypothetical protein		
g016519	GCF_007713895:NZ_SGWL01000022.1:1607-945	GCF_007713895:BOCLBNHN_00831	hypothetical protein		
g016520	GCF_007713895:NZ_SGWL01000022.1:2837-2301	GCF_007713895:BOCLBNHN_00833	hypothetical protein		
g016521	GCF_007713895:NZ_SGWL01000022.1:8-880	GCF_007713895:BOCLBNHN_00830	IS256 family transposase IS1201		
g016522	GCF_007713895:NZ_SGWL01000023.1:1241-228	GCF_007713895:BOCLBNHN_00846	hypothetical protein		
g016523	GCF_007713895:NZ_SGWL01000023.1:2467-3717	GCF_007713895:BOCLBNHN_00848	Acyl-CoA dehydrogenase	1.3.99.-	
g016524	GCF_007713895:NZ_SGWL01000023.1:5060-6208	GCF_007713895:BOCLBNHN_00850	Acyl-CoA dehydrogenase	1.3.99.-	
g016525	GCF_007713895:NZ_SGWL01000023.1:6213-6950	GCF_007713895:BOCLBNHN_00851	hypothetical protein		
g016526	GCF_007713895:NZ_SGWL01000023.1:7891-9408	GCF_007713895:BOCLBNHN_00853	Medium-chain fatty-acid--CoA ligase	6.2.1.-	
g016527	GCF_007713895:NZ_SGWL01000023.1:9411-9857	GCF_007713895:BOCLBNHN_00854	hypothetical protein		
g016528	GCF_007713895:NZ_SGWL01000023.1:9928-10740	GCF_007713895:BOCLBNHN_00855	Pantothenate kinase	2.7.1.33	
g016529	GCF_007713895:NZ_SGWL01000024.1:8027-8185	GCF_007713895:BOCLBNHN_00864	hypothetical protein		
g016530	GCF_007713895:NZ_SGWL01000024.1:8182-8457	GCF_007713895:BOCLBNHN_00865	hypothetical protein		
g016531	GCF_007713895:NZ_SGWL01000025.1:2981-2058	GCF_007713895:BOCLBNHN_00869	putative fructose-bisphosphate aldolase	4.1.2.13	
g016532	GCF_007713895:NZ_SGWL01000025.1:4847-4044	GCF_007713895:BOCLBNHN_00871	PTS system sorbose-specific EIIC component		
g016533	GCF_007713895:NZ_SGWL01000025.1:5360-4869	GCF_007713895:BOCLBNHN_00872	PTS system sorbose-specific EIIB component	2.7.1.206	
g016534	GCF_007713895:NZ_SGWL01000025.1:5776-5360	GCF_007713895:BOCLBNHN_00873	PTS system sorbose-specific EIIA component		
g016535	GCF_007713895:NZ_SGWL01000025.1:6744-7706	GCF_007713895:BOCLBNHN_00875	Sorbitol operon regulator		
g016536	GCF_007713895:NZ_SGWL01000026.1:2113-1469	GCF_007713895:BOCLBNHN_00879	Redox-sensing transcriptional repressor Rex		
g016537	GCF_007713895:NZ_SGWL01000027.1:1664-3376	GCF_007713895:BOCLBNHN_00884	Fumarate reductase flavoprotein subunit	1.3.5.4	
g016538	GCF_007713895:NZ_SGWL01000027.1:325-1521	GCF_007713895:BOCLBNHN_00883	Inner membrane transport protein YdiM		
g016539	GCF_007713895:NZ_SGWL01000028.1:2955-3875	GCF_007713895:BOCLBNHN_00889	HTH-type transcriptional regulator GltC		
g016540	GCF_008079315:NZ_VOMA01000001.1:1318-1554	GCF_008079315:MHENOKFM_00002	hypothetical protein		
g016541	GCF_008079315:NZ_VOMA01000001.1:18040-17507	GCF_008079315:MHENOKFM_00018	Ornithine carbamoyltransferase, catabolic	2.1.3.3	
g016542	GCF_008079315:NZ_VOMA01000001.1:18409-18050	GCF_008079315:MHENOKFM_00019	Ornithine carbamoyltransferase, catabolic	2.1.3.3	
g016543	GCF_008079315:NZ_VOMA01000001.1:31719-31510	GCF_008079315:MHENOKFM_00031	hypothetical protein		
g016544	GCF_008079315:NZ_VOMA01000001.1:35231-34842	GCF_008079315:MHENOKFM_00036	hypothetical protein		
g016545	GCF_008079315:NZ_VOMA01000001.1:35382-35200	GCF_008079315:MHENOKFM_00037	hypothetical protein		
g016546	GCF_008079315:NZ_VOMA01000001.1:35984-35385	GCF_008079315:MHENOKFM_00038	hypothetical protein		
g016547	GCF_008079315:NZ_VOMA01000001.1:36504-36118	GCF_008079315:MHENOKFM_00039	hypothetical protein		
g016548	GCF_008079315:NZ_VOMA01000001.1:36852-36562	GCF_008079315:MHENOKFM_00040	hypothetical protein		
g016549	GCF_008079315:NZ_VOMA01000001.1:37258-36902	GCF_008079315:MHENOKFM_00041	hypothetical protein		
g016550	GCF_008079315:NZ_VOMA01000001.1:37675-37328	GCF_008079315:MHENOKFM_00042	hypothetical protein		
g016551	GCF_008079315:NZ_VOMA01000001.1:39919-37691	GCF_008079315:MHENOKFM_00043	hypothetical protein		
g016552	GCF_008079315:NZ_VOMA01000001.1:41022-39934	GCF_008079315:MHENOKFM_00044	hypothetical protein		
g016553	GCF_008079315:NZ_VOMA01000001.1:41896-41048	GCF_008079315:MHENOKFM_00045	hypothetical protein		
g016554	GCF_008079315:NZ_VOMA01000001.1:43073-41886	GCF_008079315:MHENOKFM_00046	hypothetical protein		
g016555	GCF_008079315:NZ_VOMA01000001.1:44901-43954	GCF_008079315:MHENOKFM_00049	hypothetical protein		
g016556	GCF_008079315:NZ_VOMA01000001.1:45314-44901	GCF_008079315:MHENOKFM_00050	hypothetical protein		
g016557	GCF_008079315:NZ_VOMA01000001.1:46346-45315	GCF_008079315:MHENOKFM_00051	hypothetical protein		
g016558	GCF_008079315:NZ_VOMA01000001.1:51894-46315	GCF_008079315:MHENOKFM_00052	hypothetical protein		
g016559	GCF_008079315:NZ_VOMA01000001.1:54394-53132	GCF_008079315:MHENOKFM_00056	hypothetical protein		
g016560	GCF_008079315:NZ_VOMA01000001.1:54957-54394	GCF_008079315:MHENOKFM_00057	hypothetical protein		
g016561	GCF_008079315:NZ_VOMA01000001.1:55336-54941	GCF_008079315:MHENOKFM_00058	hypothetical protein		
g016562	GCF_008079315:NZ_VOMA01000001.1:55885-55349	GCF_008079315:MHENOKFM_00059	hypothetical protein		
g016563	GCF_008079315:NZ_VOMA01000001.1:56277-55882	GCF_008079315:MHENOKFM_00060	hypothetical protein		
g016564	GCF_008079315:NZ_VOMA01000001.1:57805-57257	GCF_008079315:MHENOKFM_00062	hypothetical protein		
g016565	GCF_008079315:NZ_VOMA01000001.1:61596-60112	GCF_008079315:MHENOKFM_00066	hypothetical protein		
g016566	GCF_008079315:NZ_VOMA01000001.1:63084-61609	GCF_008079315:MHENOKFM_00067	hypothetical protein		
g016567	GCF_008079315:NZ_VOMA01000001.1:63656-63081	GCF_008079315:MHENOKFM_00068	hypothetical protein		
g016568	GCF_008079315:NZ_VOMA01000001.1:63965-63810	GCF_008079315:MHENOKFM_00069	hypothetical protein		
g016569	GCF_008079315:NZ_VOMA01000001.1:64587-64312	GCF_008079315:MHENOKFM_00071	hypothetical protein		
g016570	GCF_008079315:NZ_VOMA01000001.1:64862-64584	GCF_008079315:MHENOKFM_00072	hypothetical protein		
g016571	GCF_008079315:NZ_VOMA01000001.1:65097-65240	GCF_008079315:MHENOKFM_00073	hypothetical protein		
g016572	GCF_008079315:NZ_VOMA01000001.1:69152-68715	GCF_008079315:MHENOKFM_00079	hypothetical protein		
g016573	GCF_008079315:NZ_VOMA01000001.1:69279-69100	GCF_008079315:MHENOKFM_00080	hypothetical protein		
g016574	GCF_008079315:NZ_VOMA01000001.1:69653-69465	GCF_008079315:MHENOKFM_00081	hypothetical protein		
g016575	GCF_008079315:NZ_VOMA01000001.1:70546-70130	GCF_008079315:MHENOKFM_00083	hypothetical protein		
g016576	GCF_008079315:NZ_VOMA01000001.1:70860-70549	GCF_008079315:MHENOKFM_00084	hypothetical protein		
g016577	GCF_008079315:NZ_VOMA01000001.1:71202-70900	GCF_008079315:MHENOKFM_00085	hypothetical protein		
g016578	GCF_008079315:NZ_VOMA01000001.1:72157-71387	GCF_008079315:MHENOKFM_00086	hypothetical protein		
g016579	GCF_008079315:NZ_VOMA01000001.1:73007-72159	GCF_008079315:MHENOKFM_00087	hypothetical protein		
g016580	GCF_008079315:NZ_VOMA01000001.1:73895-73008	GCF_008079315:MHENOKFM_00088	hypothetical protein		
g016581	GCF_008079315:NZ_VOMA01000001.1:74189-73905	GCF_008079315:MHENOKFM_00089	hypothetical protein		
g016582	GCF_008079315:NZ_VOMA01000001.1:74426-74250	GCF_008079315:MHENOKFM_00090	hypothetical protein		
g016583	GCF_008079315:NZ_VOMA01000001.1:74910-74665	GCF_008079315:MHENOKFM_00092	hypothetical protein		
g016584	GCF_008079315:NZ_VOMA01000001.1:75421-75203	GCF_008079315:MHENOKFM_00094	hypothetical protein		
g016585	GCF_008079315:NZ_VOMA01000001.1:77473-77793	GCF_008079315:MHENOKFM_00099	hypothetical protein		
g016586	GCF_008079315:NZ_VOMA01000001.1:78302-78718	GCF_008079315:MHENOKFM_00101	hypothetical protein		
g016587	GCF_008079315:NZ_VOMA01000001.1:78844-79716	GCF_008079315:MHENOKFM_00102	hypothetical protein		
g016588	GCF_008079315:NZ_VOMA01000001.1:79755-80522	GCF_008079315:MHENOKFM_00103	hypothetical protein		
g016589	GCF_008079315:NZ_VOMA01000001.1:80726-81091	GCF_008079315:MHENOKFM_00105	hypothetical protein		
g016590	GCF_008079315:NZ_VOMA01000001.1:81456-82655	GCF_008079315:MHENOKFM_00106	Tyrosine recombinase XerC		
g016591	GCF_008079315:NZ_VOMA01000002.1:56687-56986	GCF_008079315:MHENOKFM_00634	hypothetical protein		
g016592	GCF_008079315:NZ_VOMA01000002.1:57006-57761	GCF_008079315:MHENOKFM_00635	hypothetical protein		
g016593	GCF_008079315:NZ_VOMA01000002.1:57829-58347	GCF_008079315:MHENOKFM_00636	IS4 family transposase ISLre1		
g016594	GCF_008079315:NZ_VOMA01000002.1:62438-61038	GCF_008079315:MHENOKFM_00639	hypothetical protein		
g016595	GCF_008079315:NZ_VOMA01000003.1:36705-37706	GCF_008079315:MHENOKFM_00947	Energy-coupling factor transporter ATP-binding protein EcfA1	7.-.-.-	
g016596	GCF_008079315:NZ_VOMA01000003.1:37847-38410	GCF_008079315:MHENOKFM_00948	Energy-coupling factor transporter ATP-binding protein EcfA3	3.6.3.-	
g016597	GCF_008079315:NZ_VOMA01000003.1:64101-62623	GCF_008079315:MHENOKFM_00971	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
g016598	GCF_008079315:NZ_VOMA01000004.1:207-1610	GCF_008079315:MHENOKFM_01177	Heterocyst differentiation ATP-binding protein HepA		
g016599	GCF_008079315:NZ_VOMA01000004.1:21718-23016	GCF_008079315:MHENOKFM_01200	hypothetical protein		
g016600	GCF_008079315:NZ_VOMA01000004.1:23914-24771	GCF_008079315:MHENOKFM_01202	Lactose transport system permease protein LacG		
g016601	GCF_008079315:NZ_VOMA01000004.1:24771-26063	GCF_008079315:MHENOKFM_01203	Beta-fructosidase	3.2.1.26	
g016602	GCF_008079315:NZ_VOMA01000004.1:27307-28749	GCF_008079315:MHENOKFM_01205	Sucrose phosphorylase	2.4.1.7	
g016603	GCF_008079315:NZ_VOMA01000004.1:34898-35011	GCF_008079315:MHENOKFM_01212	hypothetical protein		
g016604	GCF_008079315:NZ_VOMA01000004.1:34984-36351	GCF_008079315:MHENOKFM_01213	NADH peroxidase	1.11.1.1	
g016605	GCF_008079315:NZ_VOMA01000004.1:51554-51922	GCF_008079315:MHENOKFM_01228	Protein SprT-like protein		
g016606	GCF_008079315:NZ_VOMA01000004.1:63114-62692	GCF_008079315:MHENOKFM_01238	hypothetical protein		
g016607	GCF_008079315:NZ_VOMA01000005.1:43522-43181	GCF_008079315:MHENOKFM_01459	hypothetical protein		
g016608	GCF_008079315:NZ_VOMA01000006.1:20711-21652	GCF_008079315:MHENOKFM_01648	hypothetical protein		
g016609	GCF_008079315:NZ_VOMA01000006.1:44151-44963	GCF_008079315:MHENOKFM_01674	Putative glycosyltransferase EpsH	2.4.-.-	
g016610	GCF_008079315:NZ_VOMA01000006.1:44999-45628	GCF_008079315:MHENOKFM_01675	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	4.2.99.20	
g016611	GCF_008079315:NZ_VOMA01000006.1:5141-4299	GCF_008079315:MHENOKFM_01630	hypothetical protein		
g016612	GCF_008079315:NZ_VOMA01000007.1:24638-25297	GCF_008079315:MHENOKFM_01809	hypothetical protein		
g016613	GCF_008079315:NZ_VOMA01000007.1:7701-9446	GCF_008079315:MHENOKFM_01791	1-deoxy-D-xylulose-5-phosphate synthase	2.2.1.7	
g016614	GCF_008079315:NZ_VOMA01000008.1:13191-13640	GCF_008079315:MHENOKFM_01913	putative N-acetyltransferase YvbK	2.3.1.-	
g016615	GCF_008079315:NZ_VOMA01000008.1:29037-28102	GCF_008079315:MHENOKFM_01927	hypothetical protein		
g016616	GCF_008079315:NZ_VOMA01000008.1:29379-29131	GCF_008079315:MHENOKFM_01928	hypothetical protein		
g016617	GCF_008079315:NZ_VOMA01000008.1:35030-36586	GCF_008079315:MHENOKFM_01934	hypothetical protein		
g016618	GCF_008079315:NZ_VOMA01000008.1:36622-37629	GCF_008079315:MHENOKFM_01935	hypothetical protein		
g016619	GCF_008079315:NZ_VOMA01000008.1:38046-38396	GCF_008079315:MHENOKFM_01937	IS982 family transposase ISLhe7		
g016620	GCF_008079315:NZ_VOMA01000008.1:38572-41910	GCF_008079315:MHENOKFM_01938	hypothetical protein		
g016621	GCF_008079315:NZ_VOMA01000008.1:41941-42849	GCF_008079315:MHENOKFM_01939	hypothetical protein		
g016622	GCF_008079315:NZ_VOMA01000008.1:42856-43800	GCF_008079315:MHENOKFM_01940	Mrr restriction system protein		
g016623	GCF_008079315:NZ_VOMA01000008.1:43821-44411	GCF_008079315:MHENOKFM_01941	hypothetical protein		
g016624	GCF_008079315:NZ_VOMA01000008.1:45392-45538	GCF_008079315:MHENOKFM_01943	hypothetical protein		
g016625	GCF_008079315:NZ_VOMA01000008.1:45725-46105	GCF_008079315:MHENOKFM_01945	hypothetical protein		
g016626	GCF_008079315:NZ_VOMA01000008.1:46573-46295	GCF_008079315:MHENOKFM_01946	hypothetical protein		
g016627	GCF_008079315:NZ_VOMA01000009.1:42523-43830	GCF_008079315:MHENOKFM_02022	Guanine/hypoxanthine permease PbuG		
g016628	GCF_008079315:NZ_VOMA01000009.1:7374-6658	GCF_008079315:MHENOKFM_01990	hypothetical protein		
g016629	GCF_008079315:NZ_VOMA01000010.1:23931-22969	GCF_008079315:MHENOKFM_00154	ATP synthase gamma chain		
g016630	GCF_008079315:NZ_VOMA01000010.1:45409-44390	GCF_008079315:MHENOKFM_00177	Cystathionine beta-lyase PatB	4.4.1.13	
g016631	GCF_008079315:NZ_VOMA01000010.1:45553-45413	GCF_008079315:MHENOKFM_00178	hypothetical protein		
g016632	GCF_008079315:NZ_VOMA01000010.1:7713-8177	GCF_008079315:MHENOKFM_00138	Putative universal stress protein		
g016633	GCF_008079315:NZ_VOMA01000011.1:27127-27675	GCF_008079315:MHENOKFM_00226	hypothetical protein		
g016634	GCF_008079315:NZ_VOMA01000011.1:29621-29133	GCF_008079315:MHENOKFM_00228	Prolyl-tRNA editing protein ProX		
g016635	GCF_008079315:NZ_VOMA01000011.1:30597-29668	GCF_008079315:MHENOKFM_00229	Membrane protein insertase YidC		
g016636	GCF_008079315:NZ_VOMA01000011.1:30949-30677	GCF_008079315:MHENOKFM_00230	Acylphosphatase	3.6.1.7	
g016637	GCF_008079315:NZ_VOMA01000011.1:6651-7118	GCF_008079315:MHENOKFM_00201	Transcriptional repressor NrdR		
g016638	GCF_008079315:NZ_VOMA01000012.1:16301-15447	GCF_008079315:MHENOKFM_00260	hypothetical protein		
g016639	GCF_008079315:NZ_VOMA01000012.1:23150-21546	GCF_008079315:MHENOKFM_00268	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
g016640	GCF_008079315:NZ_VOMA01000012.1:24244-24948	GCF_008079315:MHENOKFM_00270	Response regulator MprA		
g016641	GCF_008079315:NZ_VOMA01000012.1:26989-27612	GCF_008079315:MHENOKFM_00273	hypothetical protein		
g016642	GCF_008079315:NZ_VOMA01000012.1:28626-28171	GCF_008079315:MHENOKFM_00275	hypothetical protein		
g016643	GCF_008079315:NZ_VOMA01000012.1:32408-32578	GCF_008079315:MHENOKFM_00278	hypothetical protein		
g016644	GCF_008079315:NZ_VOMA01000012.1:34078-32747	GCF_008079315:MHENOKFM_00279	IS200/IS605 family transposase ISLjo5		
g016645	GCF_008079315:NZ_VOMA01000012.1:34765-34553	GCF_008079315:MHENOKFM_00281	hypothetical protein		
g016646	GCF_008079315:NZ_VOMA01000013.1:34186-34863	GCF_008079315:MHENOKFM_00327	hypothetical protein		
g016647	GCF_008079315:NZ_VOMA01000013.1:35926-34796	GCF_008079315:MHENOKFM_00328	putative copper-importing P-type ATPase A	7.2.2.8	
g016648	GCF_008079315:NZ_VOMA01000013.1:36744-35893	GCF_008079315:MHENOKFM_00329	Copper-exporting P-type ATPase	7.2.2.8	
g016649	GCF_008079315:NZ_VOMA01000013.1:37877-37437	GCF_008079315:MHENOKFM_00332	Transcriptional repressor CopY		
g016650	GCF_008079315:NZ_VOMA01000013.1:38233-38069	GCF_008079315:MHENOKFM_00333	hypothetical protein		
g016651	GCF_008079315:NZ_VOMA01000013.1:45859-44639	GCF_008079315:MHENOKFM_00343	Guanine/hypoxanthine permease PbuG		
g016652	GCF_008079315:NZ_VOMA01000014.1:45170-44946	GCF_008079315:MHENOKFM_00385	hypothetical protein		
g016653	GCF_008079315:NZ_VOMA01000015.1:4364-705	GCF_008079315:MHENOKFM_00386	DNA-directed RNA polymerase subunit beta'	2.7.7.6	
g016654	GCF_008079315:NZ_VOMA01000016.1:17218-17760	GCF_008079315:MHENOKFM_00434	hypothetical protein		
g016655	GCF_008079315:NZ_VOMA01000016.1:17853-18734	GCF_008079315:MHENOKFM_00435	Nucleotide-binding protein YvcJ		
g016656	GCF_008079315:NZ_VOMA01000016.1:40578-41588	GCF_008079315:MHENOKFM_00458	Enolase	4.2.1.11	
g016657	GCF_008079315:NZ_VOMA01000016.1:41657-41869	GCF_008079315:MHENOKFM_00459	Enolase	4.2.1.11	
g016658	GCF_008079315:NZ_VOMA01000016.1:63-1061	GCF_008079315:MHENOKFM_00421	ComF operon protein 1	3.6.4.12	
g016659	GCF_008079315:NZ_VOMA01000017.1:13055-14422	GCF_008079315:MHENOKFM_00477	Exodeoxyribonuclease 7 large subunit	3.1.11.6	
g016660	GCF_008079315:NZ_VOMA01000017.1:39567-39920	GCF_008079315:MHENOKFM_00504	hypothetical protein		
g016661	GCF_008079315:NZ_VOMA01000017.1:39994-41319	GCF_008079315:MHENOKFM_00505	hypothetical protein		
g016662	GCF_008079315:NZ_VOMA01000018.1:18945-18421	GCF_008079315:MHENOKFM_00525	hypothetical protein		
g016663	GCF_008079315:NZ_VOMA01000018.1:25964-25494	GCF_008079315:MHENOKFM_00533	Beta-glucoside kinase	2.7.1.85	
g016664	GCF_008079315:NZ_VOMA01000018.1:38668-37079	GCF_008079315:MHENOKFM_00544	Vitamin B12 import ATP-binding protein BtuD	7.6.2.8	
g016665	GCF_008079315:NZ_VOMA01000018.1:7505-4614	GCF_008079315:MHENOKFM_00514	hypothetical protein		
g016666	GCF_008079315:NZ_VOMA01000019.1:22977-22021	GCF_008079315:MHENOKFM_00562	HTH-type transcriptional regulator DegA		
g016667	GCF_008079315:NZ_VOMA01000019.1:27304-29271	GCF_008079315:MHENOKFM_00567	hypothetical protein		
g016668	GCF_008079315:NZ_VOMA01000019.1:289-140	GCF_008079315:MHENOKFM_00546	hypothetical protein		
g016669	GCF_008079315:NZ_VOMA01000019.1:29283-30725	GCF_008079315:MHENOKFM_00568	Sucrose phosphorylase	2.4.1.7	
g016670	GCF_008079315:NZ_VOMA01000019.1:38296-38613	GCF_008079315:MHENOKFM_00578	hypothetical protein		
g016671	GCF_008079315:NZ_VOMA01000021.1:16261-16350	GCF_008079315:MHENOKFM_00692	hypothetical protein		
g016672	GCF_008079315:NZ_VOMA01000021.1:26484-27797	GCF_008079315:MHENOKFM_00705	UDP-N-acetylmuramate--L-alanine ligase	6.3.2.8	
g016673	GCF_008079315:NZ_VOMA01000022.1:22219-23628	GCF_008079315:MHENOKFM_00730	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	3.6.3.-	
g016674	GCF_008079315:NZ_VOMA01000022.1:23604-23984	GCF_008079315:MHENOKFM_00731	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	3.6.3.-	
g016675	GCF_008079315:NZ_VOMA01000023.1:20186-20929	GCF_008079315:MHENOKFM_00757	hypothetical protein		
g016676	GCF_008079315:NZ_VOMA01000023.1:7400-8146	GCF_008079315:MHENOKFM_00744	hypothetical protein		
g016677	GCF_008079315:NZ_VOMA01000023.1:8180-8437	GCF_008079315:MHENOKFM_00745	hypothetical protein		
g016678	GCF_008079315:NZ_VOMA01000024.1:26901-27335	GCF_008079315:MHENOKFM_00797	Protein NrdI		
g016679	GCF_008079315:NZ_VOMA01000024.1:7210-6122	GCF_008079315:MHENOKFM_00772	hypothetical protein		
g016680	GCF_008079315:NZ_VOMA01000025.1:405-1781	GCF_008079315:MHENOKFM_00800	S-layer protein		
g016681	GCF_008079315:NZ_VOMA01000025.1:6731-5412	GCF_008079315:MHENOKFM_00805	S-layer protein		
g016682	GCF_008079315:NZ_VOMA01000025.1:7183-7647	GCF_008079315:MHENOKFM_00806	hypothetical protein		
g016683	GCF_008079315:NZ_VOMA01000026.1:5269-4547	GCF_008079315:MHENOKFM_00827	hypothetical protein		
g016684	GCF_008079315:NZ_VOMA01000027.1:16344-15808	GCF_008079315:MHENOKFM_00865	hypothetical protein		
g016685	GCF_008079315:NZ_VOMA01000027.1:4510-5058	GCF_008079315:MHENOKFM_00853	hypothetical protein		
g016686	GCF_008079315:NZ_VOMA01000027.1:5070-5570	GCF_008079315:MHENOKFM_00854	hypothetical protein		
g016687	GCF_008079315:NZ_VOMA01000027.1:7464-8615	GCF_008079315:MHENOKFM_00857	Cystathionine beta-lyase	4.4.1.13	
g016688	GCF_008079315:NZ_VOMA01000028.1:8927-9958	GCF_008079315:MHENOKFM_00881	Oligopeptide transport system permease protein OppC		
g016689	GCF_008079315:NZ_VOMA01000029.1:170-403	GCF_008079315:MHENOKFM_00895	hypothetical protein		
g016690	GCF_008079315:NZ_VOMA01000030.1:20887-20300	GCF_008079315:MHENOKFM_00988	hypothetical protein		
g016691	GCF_008079315:NZ_VOMA01000030.1:21474-21028	GCF_008079315:MHENOKFM_00989	hypothetical protein		
g016692	GCF_008079315:NZ_VOMA01000030.1:923-1045	GCF_008079315:MHENOKFM_00973	hypothetical protein		
g016693	GCF_008079315:NZ_VOMA01000031.1:11746-10412	GCF_008079315:MHENOKFM_01001	hypothetical protein		
g016694	GCF_008079315:NZ_VOMA01000031.1:11930-12112	GCF_008079315:MHENOKFM_01002	hypothetical protein		
g016695	GCF_008079315:NZ_VOMA01000031.1:13886-12396	GCF_008079315:MHENOKFM_01003	Aryl-phospho-beta-D-glucosidase BglH	3.2.1.86	
g016696	GCF_008079315:NZ_VOMA01000031.1:15595-13907	GCF_008079315:MHENOKFM_01004	Carboxylesterase	3.1.1.1	
g016697	GCF_008079315:NZ_VOMA01000031.1:17087-15612	GCF_008079315:MHENOKFM_01005	Aryl-phospho-beta-D-glucosidase BglH	3.2.1.86	
g016698	GCF_008079315:NZ_VOMA01000031.1:18477-17176	GCF_008079315:MHENOKFM_01006	PTS system oligo-beta-mannoside-specific EIIC component		
g016699	GCF_008079315:NZ_VOMA01000031.1:18824-18510	GCF_008079315:MHENOKFM_01007	Lichenan-specific phosphotransferase enzyme IIB component	2.7.1.-	
g016700	GCF_008079315:NZ_VOMA01000031.1:19171-18827	GCF_008079315:MHENOKFM_01008	hypothetical protein		
g016701	GCF_008079315:NZ_VOMA01000031.1:19463-19888	GCF_008079315:MHENOKFM_01009	hypothetical protein		
g016702	GCF_008079315:NZ_VOMA01000031.1:21099-19921	GCF_008079315:MHENOKFM_01010	hypothetical protein		
g016703	GCF_008079315:NZ_VOMA01000032.1:1130-1453	GCF_008079315:MHENOKFM_01013	hypothetical protein		
g016704	GCF_008079315:NZ_VOMA01000032.1:70-273	GCF_008079315:MHENOKFM_01011	hypothetical protein		
g016705	GCF_008079315:NZ_VOMA01000033.1:1209-2456	GCF_008079315:MHENOKFM_01029	hypothetical protein		
g016706	GCF_008079315:NZ_VOMA01000033.1:14-397	GCF_008079315:MHENOKFM_01027	Lactococcin-G-processing and transport ATP-binding protein LagD	3.4.22.-	
g016707	GCF_008079315:NZ_VOMA01000033.1:17979-17497	GCF_008079315:MHENOKFM_01049	S-ribosylhomocysteine lyase	4.4.1.21	
g016708	GCF_008079315:NZ_VOMA01000033.1:408-1004	GCF_008079315:MHENOKFM_01028	hypothetical protein		
g016709	GCF_008079315:NZ_VOMA01000033.1:5917-6078	GCF_008079315:MHENOKFM_01037	hypothetical protein		
g016710	GCF_008079315:NZ_VOMA01000035.1:2385-1756	GCF_008079315:MHENOKFM_01076	putative oxidoreductase/MSMEI_2347	1.-.-.-	
g016711	GCF_008079315:NZ_VOMA01000036.1:6611-6201	GCF_008079315:MHENOKFM_01104	hypothetical protein		
g016712	GCF_008079315:NZ_VOMA01000037.1:16204-16016	GCF_008079315:MHENOKFM_01138	hypothetical protein		
g016713	GCF_008079315:NZ_VOMA01000037.1:3226-3041	GCF_008079315:MHENOKFM_01123	hypothetical protein		
g016714	GCF_008079315:NZ_VOMA01000037.1:3444-3241	GCF_008079315:MHENOKFM_01124	hypothetical protein		
g016715	GCF_008079315:NZ_VOMA01000037.1:8521-7190	GCF_008079315:MHENOKFM_01128	IS200/IS605 family transposase ISLjo5		
g016716	GCF_008079315:NZ_VOMA01000039.1:16656-15850	GCF_008079315:MHENOKFM_01175	Sugar phosphatase YidA	3.1.3.23	
g016717	GCF_008079315:NZ_VOMA01000040.1:3357-1105	GCF_008079315:MHENOKFM_01239	hypothetical protein		
g016718	GCF_008079315:NZ_VOMA01000040.1:3810-3433	GCF_008079315:MHENOKFM_01240	hypothetical protein		
g016719	GCF_008079315:NZ_VOMA01000041.1:11609-10524	GCF_008079315:MHENOKFM_01271	Tyrosine recombinase XerC		
g016720	GCF_008079315:NZ_VOMA01000041.1:14191-14571	GCF_008079315:MHENOKFM_01277	hypothetical protein		
g016721	GCF_008079315:NZ_VOMA01000041.1:15167-14568	GCF_008079315:MHENOKFM_01278	hypothetical protein		
g016722	GCF_008079315:NZ_VOMA01000041.1:15610-15837	GCF_008079315:MHENOKFM_01280	hypothetical protein		
g016723	GCF_008079315:NZ_VOMA01000042.1:17580-16978	GCF_008079315:MHENOKFM_01302	Oxidoreductase YdhF	1.-.-.-	
g016724	GCF_008079315:NZ_VOMA01000042.1:4516-4674	GCF_008079315:MHENOKFM_01290	Uridine kinase	2.7.1.48	
g016725	GCF_008079315:NZ_VOMA01000042.1:4650-5072	GCF_008079315:MHENOKFM_01291	Uridine kinase	2.7.1.48	
g016726	GCF_008079315:NZ_VOMA01000043.1:16926-15988	GCF_008079315:MHENOKFM_01317	hypothetical protein		
g016727	GCF_008079315:NZ_VOMA01000044.1:1047-1367	GCF_008079315:MHENOKFM_01319	hypothetical protein		
g016728	GCF_008079315:NZ_VOMA01000044.1:10785-12089	GCF_008079315:MHENOKFM_01329	hypothetical protein		
