""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID.1"	"koID"
"g016973"	"g016973"	0.0336538461538462	1	1	0.444444444444444	1	"GCF_004361215:PKEIAJHE_02103"	"GCF_004361215:NZ_NKLE01000069.1:1-339"	"hypothetical protein"	""	NA	"g013810"	""
"g017309"	"g017309"	0.00323426573426573	0	1	0.222222222222222	1	"GCF_004361345:GCCHHCNN_01081"	"GCF_004361345:NZ_NKLP01000206.1:838-1908"	"hypothetical protein"	""	NA	"g014241"	""
"g017473"	"g017473"	8.74125874125873e-05	1	0	1	0	"GCF_004361345:GCCHHCNN_01581"	"GCF_004361345:NZ_NKLP01000295.1:8644-7415"	"hypothetical protein"	""	NA	"g014405"	""
"g017506"	"g017506"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_004361345:GCCHHCNN_01845"	"GCF_004361345:NZ_NKLP01000385.1:4378-4572"	"hypothetical protein"	""	NA	"g014446"	""
"g017557"	"g017557"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_004361345:GCCHHCNN_02421"	"GCF_004361345:NZ_NKLP01000079.1:160-537"	"hypothetical protein"	""	NA	"g014184"	""
"g017559"	"g017559"	8.74125874125873e-05	0	1	0	1	"GCF_004361345:GCCHHCNN_02497"	"GCF_004361345:NZ_NKLP01000093.1:380-745"	"hypothetical protein"	""	NA	"g014186"	""
"g017579"	"g017579"	8.74125874125873e-05	1	0	1	0	"GCF_004361355:GKJIDIPP_00446"	"GCF_004361355:NZ_NKLN01000165.1:13-384"	"Tyrosine recombinase XerC"	""	NA	"g014495"	""
"g017671"	"g017671"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_004361375:ABNGLEFO_00782"	"GCF_004361375:NZ_NKLR01000168.1:10913-10110"	"hypothetical protein"	""	NA	"g014593"	""
"g017672"	"g017672"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_004361375:ABNGLEFO_00860"	"GCF_004361375:NZ_NKLR01000171.1:10-1224"	"hypothetical protein"	""	NA	"g014594"	""
"g017675"	"g017675"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_004361375:ABNGLEFO_00887"	"GCF_004361375:NZ_NKLR01000174.1:3638-3243"	"hypothetical protein"	""	NA	"g014598"	""
"g017678"	"g017678"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_004361375:ABNGLEFO_00913"	"GCF_004361375:NZ_NKLR01000177.1:1263-775"	"PTS system sorbose-specific EIIB component"	"2.7.1.206"	NA	"g014600"	""
"g017679"	"g017679"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_004361375:ABNGLEFO_00915"	"GCF_004361375:NZ_NKLR01000177.1:3347-1674"	"hypothetical protein"	""	NA	"g014601"	""
"g017704"	"g017704"	0.0405594405594406	0	1	0.222222222222222	0.857142857142857	"GCF_004361375:ABNGLEFO_01424"	"GCF_004361375:NZ_NKLR01000290.1:3233-3009"	"hypothetical protein"	""	NA	"g014623"	""
"g017760"	"g017760"	0.034965034965035	0	1	0.111111111111111	0.714285714285714	"GCF_004361385:FCGIPMAI_00860"	"GCF_004361385:NZ_NKLQ01000020.1:3183-2257"	"hypothetical protein"	""	NA	"g014631"	""
"g017761"	"g017761"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_004361385:FCGIPMAI_00866"	"GCF_004361385:NZ_NKLQ01000021.1:5398-6021"	"hypothetical protein"	""	NA	"g014632"	""
"g017762"	"g017762"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_004361385:FCGIPMAI_00867"	"GCF_004361385:NZ_NKLQ01000021.1:6067-7236"	"hypothetical protein"	""	NA	"g014633"	""
"g017763"	"g017763"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_004361385:FCGIPMAI_00924"	"GCF_004361385:NZ_NKLQ01000024.1:7180-7743"	"hypothetical protein"	""	NA	"g014635"	""
"g017764"	"g017764"	0.0192307692307692	0	1	0	0.571428571428571	"GCF_004361385:FCGIPMAI_00937"	"GCF_004361385:NZ_NKLQ01000024.1:21326-21556"	"hypothetical protein"	""	NA	"g014634"	""
"g017777"	"g017777"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_004361385:FCGIPMAI_01075"	"GCF_004361385:NZ_NKLQ01000257.1:7777-7349"	"hypothetical protein"	""	NA	"g014718"	""
"g017789"	"g017789"	0.0336538461538462	1	0	0.555555555555556	0	"GCF_004361385:FCGIPMAI_01196"	"GCF_004361385:NZ_NKLQ01000267.1:77364-77636"	"hypothetical protein"	""	NA	"g014729"	""
"g017802"	"g017802"	0.0113636363636364	0	0	0.666666666666667	0	"GCF_004361385:FCGIPMAI_01465"	"GCF_004361385:NZ_NKLQ01000032.1:20474-18747"	"Oxalyl-CoA decarboxylase"	"4.1.1.8"	NA	"g014638"	"K01577"
"g017812"	"g017812"	0.034965034965035	0	0	0.111111111111111	0.714285714285714	"GCF_004361385:FCGIPMAI_01642"	"GCF_004361385:NZ_NKLQ01000040.1:41319-41774"	"hypothetical protein"	""	NA	"g014644"	""
"g017912"	"g017912"	0.0013986013986014	0	0	0.888888888888889	0	"GCF_004361395:AKDPFOEN_01443"	"GCF_004361395:NZ_NKKQ01000329.1:34-183"	"hypothetical protein"	""	NA	"g014821"	""
"g017984"	"g017984"	8.74125874125873e-05	1	0	1	0	"GCF_004361445:HMNELDNM_01081"	"GCF_004361445:NZ_NKKW01000271.1:4920-4510"	"hypothetical protein"	""	NA	"g014927"	""
"g018006"	"g018006"	0.0113636363636364	1	0	0.666666666666667	0	"GCF_004361445:HMNELDNM_01359"	"GCF_004361445:NZ_NKKW01000315.1:3813-4199"	"IS256 family transposase IS1201"	""	NA	"g014946"	""
"g018007"	"g018007"	8.74125874125873e-05	1	0	1	0	"GCF_004361445:HMNELDNM_01360"	"GCF_004361445:NZ_NKKW01000315.1:4233-4559"	"IS256 family transposase IS1201"	""	NA	"g014947"	""
"g018018"	"g018018"	8.74125874125873e-05	0	1	0	1	"GCF_004361445:HMNELDNM_01530"	"GCF_004361445:NZ_NKKW01000381.1:569-102"	"2-oxo-hept-4-ene-1,7-dioate hydratase"	"4.2.1.163"	NA	"g014958"	""
"g018037"	"g018037"	0.0113636363636364	1	0	0.666666666666667	0	"GCF_004361445:HMNELDNM_01745"	"GCF_004361445:NZ_NKKW01000433.1:517-323"	"IS982 family transposase ISLhe7"	""	NA	"g014961"	""
"g018040"	"g018040"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_004361445:HMNELDNM_01755"	"GCF_004361445:NZ_NKKW01000461.1:280-1470"	"hypothetical protein"	""	NA	"g014964"	""
"g018055"	"g018055"	8.74125874125873e-05	1	0	1	0	"GCF_004361445:HMNELDNM_02012"	"GCF_004361445:NZ_NKKW01000058.1:21751-22302"	"hypothetical protein"	""	NA	"g014867"	""
"g018083"	"g018083"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_004361455:IMIBHHJC_00087"	"GCF_004361455:NZ_NKKT01000102.1:44717-43941"	"hypothetical protein"	""	NA	"g014999"	""
"g018247"	"g018247"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_004361465:HJLDHMCH_02042"	"GCF_004361465:NZ_NKKY01000079.1:723-1118"	"hypothetical protein"	""	NA	"g015069"	""
"g018321"	"g018321"	8.74125874125873e-05	0	1	0	1	"GCF_004361475:OHABNEFL_01249"	"GCF_004361475:NZ_NKLA01000271.1:262-561"	"hypothetical protein"	""	NA	"g015248"	""
"g018322"	"g018322"	8.74125874125873e-05	0	1	0	1	"GCF_004361475:OHABNEFL_01257"	"GCF_004361475:NZ_NKLA01000273.1:733-392"	"hypothetical protein"	""	NA	"g015250"	""
"g018339"	"g018339"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_004361475:OHABNEFL_01708"	"GCF_004361475:NZ_NKLA01000005.1:2758-3243"	"Malonyl CoA-acyl carrier protein transacylase"	"2.3.1.39"	NA	"g015150"	"K00645"
"g018362"	"g018362"	8.74125874125873e-05	0	1	0	1	"GCF_004361515:OHCCEKHD_00062"	"GCF_004361515:NZ_NKLC01000106.1:6155-5121"	"hypothetical protein"	""	NA	"g015288"	""
"g018398"	"g018398"	0.00323426573426573	1	0	0.777777777777778	0	"GCF_004361515:OHCCEKHD_00970"	"GCF_004361515:NZ_NKLC01000239.1:2784-3659"	"HTH-type transcriptional regulator CynR"	""	NA	"g015315"	"K11921"
"g018431"	"g018431"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_004361515:OHCCEKHD_01104"	"GCF_004361515:NZ_NKLC01000257.1:31730-31368"	"hypothetical protein"	""	NA	"g015346"	""
"g018463"	"g018463"	0.00874125874125874	1	0	0.888888888888889	0.142857142857143	"GCF_004361515:OHCCEKHD_01183"	"GCF_004361515:NZ_NKLC01000269.1:22812-23288"	"hypothetical protein"	""	NA	"g015377"	""
"g018473"	"g018473"	0.000874125874125875	0	1	0	0.857142857142857	"GCF_004361515:OHCCEKHD_01196"	"GCF_004361515:NZ_NKLC01000269.1:38154-38510"	"hypothetical protein"	""	NA	"g015387"	""
"g018501"	"g018501"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_004361515:OHCCEKHD_01241"	"GCF_004361515:NZ_NKLC01000284.1:15202-15567"	"hypothetical protein"	""	NA	"g015409"	""
"g018508"	"g018508"	0.034965034965035	1	1	0.111111111111111	0.714285714285714	"GCF_004361515:OHCCEKHD_01256"	"GCF_004361515:NZ_NKLC01000284.1:34195-39699"	"hypothetical protein"	""	NA	"g015417"	""
"g018509"	"g018509"	0.00874125874125874	0	1	0.111111111111111	0.857142857142857	"GCF_004361515:OHCCEKHD_01257"	"GCF_004361515:NZ_NKLC01000284.1:39875-40339"	"hypothetical protein"	""	NA	"g015418"	""
"g018514"	"g018514"	0.0336538461538462	1	0	0.555555555555556	0	"GCF_004361515:OHCCEKHD_01309"	"GCF_004361515:NZ_NKLC01000291.1:8564-9169"	"hypothetical protein"	""	NA	"g015445"	""
"g018550"	"g018550"	8.74125874125873e-05	1	0	1	0	"GCF_004361515:OHCCEKHD_01529"	"GCF_004361515:NZ_NKLC01000326.1:22-156"	"hypothetical protein"	""	NA	"g015464"	""
"g018551"	"g018551"	8.74125874125873e-05	1	0	1	0	"GCF_004361515:OHCCEKHD_01533"	"GCF_004361515:NZ_NKLC01000328.1:219-106"	"hypothetical protein"	""	NA	"g015467"	""
"g018561"	"g018561"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_004361515:OHCCEKHD_01567"	"GCF_004361515:NZ_NKLC01000344.1:1418-2320"	"hypothetical protein"	""	NA	"g015475"	""
"g018562"	"g018562"	0.00323426573426573	0	0	0.777777777777778	0	"GCF_004361515:OHCCEKHD_01568"	"GCF_004361515:NZ_NKLC01000345.1:459-127"	"hypothetical protein"	""	NA	"g015478"	""
"g018583"	"g018583"	0.00480769230769231	1	1	1	0.285714285714286	"GCF_004361515:OHCCEKHD_02200"	"GCF_004361515:NZ_NKLC01000007.1:6482-7864"	"Biotin carboxylase"	"6.3.4.14"	NA	"g015256"	"K01961"
"g018620"	"g018620"	8.74125874125873e-05	1	0	1	0	"GCF_004361545:EMGFMDCH_00816"	"GCF_004361545:NZ_NKLF01000151.1:1647-919"	"hypothetical protein"	""	NA	"g015568"	""
"g018642"	"g018642"	0.000874125874125875	0	1	0	0.857142857142857	"GCF_004361545:EMGFMDCH_00913"	"GCF_004361545:NZ_NKLF01000002.1:2718-4109"	"Replicative DNA helicase"	"3.6.4.12"	NA	"g015484"	"K02314"
"g018711"	"g018711"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_004361545:EMGFMDCH_01331"	"GCF_004361545:NZ_NKLF01000031.1:12598-13536"	"DNA-directed RNA polymerase subunit alpha"	"2.7.7.6"	NA	"g015495"	"K03040"
"g018716"	"g018716"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_004361545:EMGFMDCH_01354"	"GCF_004361545:NZ_NKLF01000265.1:10546-10938"	"hypothetical protein"	""	NA	"g015653"	""
"g018717"	"g018717"	0.0336538461538462	0	0	0.555555555555556	0	"GCF_004361545:EMGFMDCH_01361"	"GCF_004361545:NZ_NKLF01000266.1:4833-5750"	"Pantothenate kinase"	"2.7.1.33"	NA	"g015657"	"K00867"
"g018739"	"g018739"	8.74125874125873e-05	1	0	1	0	"GCF_004361545:EMGFMDCH_01461"	"GCF_004361545:NZ_NKLF01000033.1:8016-8516"	"tRNA-specific adenosine deaminase"	"3.5.4.33"	NA	"g015498"	"K11991"
"g018767"	"g018767"	8.74125874125873e-05	1	0	1	0	"GCF_004361545:EMGFMDCH_01556"	"GCF_004361545:NZ_NKLF01000299.1:2884-4155"	"hypothetical protein"	""	NA	"g015703"	""
"g018898"	"g018898"	8.74125874125873e-05	0	1	0	1	"GCF_004361555:OPHGNAOE_00991"	"GCF_004361555:NZ_NKLH01000171.1:13800-16991"	"hypothetical protein"	""	NA	"g015858"	""
"g018994"	"g018994"	8.74125874125873e-05	0	1	0	1	"GCF_004361555:OPHGNAOE_01666"	"GCF_004361555:NZ_NKLH01000305.1:11-517"	"IS110 family transposase ISSpn10"	""	NA	"g015957"	""
"g019002"	"g019002"	0.0013986013986014	1	0	0.888888888888889	0	"GCF_004361555:OPHGNAOE_01739"	"GCF_004361555:NZ_NKLH01000039.1:5889-6203"	"hypothetical protein"	""	NA	"g015733"	""
"g019128"	"g019128"	8.74125874125873e-05	0	0	0	1	"GCF_004361565:MLBBGPCE_01255"	"GCF_004361565:NZ_NKLK01000033.1:449-1135"	"hypothetical protein"	""	NA	"g015978"	""
"g019138"	"g019138"	0.000874125874125875	0	0	0	0.857142857142857	"GCF_004361565:MLBBGPCE_01546"	"GCF_004361565:NZ_NKLK01000050.1:29-316"	"hypothetical protein"	""	NA	"g015989"	""
"g019139"	"g019139"	8.74125874125873e-05	0	0	0	1	"GCF_004361565:MLBBGPCE_01549"	"GCF_004361565:NZ_NKLK01000050.1:796-1437"	"putative sugar epimerase YhfK"	"4.-.-.-"	NA	"g015991"	""
"g019140"	"g019140"	8.74125874125873e-05	0	0	0	1	"GCF_004361565:MLBBGPCE_01566"	"GCF_004361565:NZ_NKLK01000050.1:11626-11832"	"hypothetical protein"	""	NA	"g015987"	""
"g019141"	"g019141"	0.0013986013986014	0	1	0.111111111111111	1	"GCF_004361565:MLBBGPCE_01571"	"GCF_004361565:NZ_NKLK01000050.1:14140-14250"	"hypothetical protein"	""	NA	"g015988"	""
"g019198"	"g019198"	8.74125874125873e-05	0	1	0	1	"GCF_004361575:LKODALNP_00767"	"GCF_004361575:NZ_NKLL01000022.1:1558-1926"	"hypothetical protein"	""	NA	"g016065"	""
"g019208"	"g019208"	8.74125874125873e-05	1	0	1	0	"GCF_004361575:LKODALNP_00952"	"GCF_004361575:NZ_NKLL01000236.1:108-497"	"hypothetical protein"	""	NA	"g016151"	""
"g019209"	"g019209"	8.74125874125873e-05	1	0	1	0	"GCF_004361575:LKODALNP_00953"	"GCF_004361575:NZ_NKLL01000237.1:448-203"	"hypothetical protein"	""	NA	"g016152"	""
"g019210"	"g019210"	0.00874125874125874	1	1	0.888888888888889	0.142857142857143	"GCF_004361575:LKODALNP_00960"	"GCF_004361575:NZ_NKLL01000241.1:1564-1433"	"hypothetical protein"	""	NA	"g016153"	""
