Gene_family	Centroid_gene_ID	GFF_locus_tag	Product	EC_number	Protein_id
g028984	GCF_009649495:NZ_WJNB01000002.1:113669-113277	GCF_009649495:AFCMLCMP_00978	hypothetical protein		
g028985	GCF_009649495:NZ_WJNB01000002.1:113711-114106	GCF_009649495:AFCMLCMP_00979	Ribonuclease H	3.1.26.4	
g028986	GCF_009649495:NZ_WJNB01000002.1:11498-12517	GCF_009649495:AFCMLCMP_00870	putative protein		
g028987	GCF_009649495:NZ_WJNB01000002.1:115493-114339	GCF_009649495:AFCMLCMP_00980	Ribosomal RNA large subunit methyltransferase L	2.1.1.173	
g028988	GCF_009649495:NZ_WJNB01000002.1:116054-115593	GCF_009649495:AFCMLCMP_00981	Putative NrdI-like protein		
g028989	GCF_009649495:NZ_WJNB01000002.1:117100-116735	GCF_009649495:AFCMLCMP_00982	Cell cycle protein GpsB		
g028990	GCF_009649495:NZ_WJNB01000002.1:117744-117172	GCF_009649495:AFCMLCMP_00983	hypothetical protein		
g028991	GCF_009649495:NZ_WJNB01000002.1:117921-118535	GCF_009649495:AFCMLCMP_00984	Holliday junction resolvase RecU	3.1.22.4	
g028992	GCF_009649495:NZ_WJNB01000002.1:118547-120805	GCF_009649495:AFCMLCMP_00985	Penicillin-binding protein 1A		
g028993	GCF_009649495:NZ_WJNB01000002.1:121809-120892	GCF_009649495:AFCMLCMP_00986	putative inner membrane transporter YicL		
g028994	GCF_009649495:NZ_WJNB01000002.1:122540-121836	GCF_009649495:AFCMLCMP_00987	DNA replication protein DnaD		
g028995	GCF_009649495:NZ_WJNB01000002.1:123145-122627	GCF_009649495:AFCMLCMP_00988	hypothetical protein		
g028996	GCF_009649495:NZ_WJNB01000002.1:1255-3561	GCF_009649495:AFCMLCMP_00861	Oligosaccharide 4-alpha-D-glucosyltransferase	2.4.1.161	
g028997	GCF_009649495:NZ_WJNB01000002.1:126098-123234	GCF_009649495:AFCMLCMP_00989	3'-5' exonuclease DinG	3.1.-.-	
g028998	GCF_009649495:NZ_WJNB01000002.1:126316-127266	GCF_009649495:AFCMLCMP_00990	Galactokinase	2.7.1.6	
g028999	GCF_009649495:NZ_WJNB01000002.1:127266-128237	GCF_009649495:AFCMLCMP_00991	Homoserine kinase	2.7.1.39	
g029000	GCF_009649495:NZ_WJNB01000002.1:128265-129389	GCF_009649495:AFCMLCMP_00992	Phosphomevalonate kinase	2.7.4.2	
g029001	GCF_009649495:NZ_WJNB01000002.1:129407-130450	GCF_009649495:AFCMLCMP_00993	Isopentenyl-diphosphate delta-isomerase	5.3.3.2	
g029002	GCF_009649495:NZ_WJNB01000002.1:130523-130999	GCF_009649495:AFCMLCMP_00994	Inner membrane protein YagU		
g029003	GCF_009649495:NZ_WJNB01000002.1:133275-131086	GCF_009649495:AFCMLCMP_00995	Alpha-galactosidase Mel36A	3.2.1.22	
g029004	GCF_009649495:NZ_WJNB01000002.1:133438-134451	GCF_009649495:AFCMLCMP_00996	HTH-type transcriptional repressor MelR		
g029005	GCF_009649495:NZ_WJNB01000002.1:13360-12581	GCF_009649495:AFCMLCMP_00871	putative ABC transporter ATP-binding protein		
g029006	GCF_009649495:NZ_WJNB01000002.1:134574-135452	GCF_009649495:AFCMLCMP_00997	Putative fructokinase	2.7.1.4	
g029007	GCF_009649495:NZ_WJNB01000002.1:136459-135593	GCF_009649495:AFCMLCMP_00998	hypothetical protein		
g029008	GCF_009649495:NZ_WJNB01000002.1:137844-136477	GCF_009649495:AFCMLCMP_00999	Ribosomal RNA small subunit methyltransferase F	2.1.1.-	
g029009	GCF_009649495:NZ_WJNB01000002.1:137979-138797	GCF_009649495:AFCMLCMP_01000	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU	3.1.3.104	
g029010	GCF_009649495:NZ_WJNB01000002.1:139090-138854	GCF_009649495:AFCMLCMP_01001	hypothetical protein		
g029011	GCF_009649495:NZ_WJNB01000002.1:139590-140261	GCF_009649495:AFCMLCMP_01002	Oxygen regulatory protein NreC		
g029012	GCF_009649495:NZ_WJNB01000002.1:141207-140317	GCF_009649495:AFCMLCMP_01003	hypothetical protein		
g029013	GCF_009649495:NZ_WJNB01000002.1:141559-141227	GCF_009649495:AFCMLCMP_01004	hypothetical protein		
g029014	GCF_009649495:NZ_WJNB01000002.1:143024-141615	GCF_009649495:AFCMLCMP_01005	hypothetical protein		
g029015	GCF_009649495:NZ_WJNB01000002.1:143478-143017	GCF_009649495:AFCMLCMP_01006	Iron-sulfur cluster assembly scaffold protein IscU		
g029016	GCF_009649495:NZ_WJNB01000002.1:14361-13357	GCF_009649495:AFCMLCMP_00872	putative ABC transporter permease protein		
g029017	GCF_009649495:NZ_WJNB01000002.1:144703-143465	GCF_009649495:AFCMLCMP_01007	putative cysteine desulfurase	2.8.1.7	
g029018	GCF_009649495:NZ_WJNB01000002.1:145973-144684	GCF_009649495:AFCMLCMP_01008	hypothetical protein		
g029019	GCF_009649495:NZ_WJNB01000002.1:146782-145985	GCF_009649495:AFCMLCMP_01009	Vegetative protein 296		
g029020	GCF_009649495:NZ_WJNB01000002.1:147010-147216	GCF_009649495:AFCMLCMP_01010	hypothetical protein		
g029021	GCF_009649495:NZ_WJNB01000002.1:147218-149209	GCF_009649495:AFCMLCMP_01011	Fe(2+) transporter FeoB		
g029022	GCF_009649495:NZ_WJNB01000002.1:14795-14358	GCF_009649495:AFCMLCMP_00873	hypothetical protein		
g029023	GCF_009649495:NZ_WJNB01000002.1:14925-15326	GCF_009649495:AFCMLCMP_00874	Molybdopterin synthase catalytic subunit 1	2.8.1.12	
g029024	GCF_009649495:NZ_WJNB01000002.1:150848-149427	GCF_009649495:AFCMLCMP_01012	2-succinylbenzoate--CoA ligase	6.2.1.26	
g029025	GCF_009649495:NZ_WJNB01000002.1:151684-150863	GCF_009649495:AFCMLCMP_01013	1,4-dihydroxy-2-naphthoyl-CoA synthase	4.1.3.36	
g029026	GCF_009649495:NZ_WJNB01000002.1:151718-152092	GCF_009649495:AFCMLCMP_01014	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	3.1.2.28	
g029027	GCF_009649495:NZ_WJNB01000002.1:152448-152990	GCF_009649495:AFCMLCMP_01015	hypothetical protein		
g029028	GCF_009649495:NZ_WJNB01000002.1:153159-156047	GCF_009649495:AFCMLCMP_01016	hypothetical protein		
g029029	GCF_009649495:NZ_WJNB01000002.1:15326-15571	GCF_009649495:AFCMLCMP_00875	hypothetical protein		
g029030	GCF_009649495:NZ_WJNB01000002.1:156120-156842	GCF_009649495:AFCMLCMP_01017	hypothetical protein		
g029031	GCF_009649495:NZ_WJNB01000002.1:15615-16808	GCF_009649495:AFCMLCMP_00876	putative nitrate transporter NarT		
g029032	GCF_009649495:NZ_WJNB01000002.1:157852-156911	GCF_009649495:AFCMLCMP_01018	Pyrimidine-specific ribonucleoside hydrolase RihA	3.2.-.-	
g029033	GCF_009649495:NZ_WJNB01000002.1:158067-157954	GCF_009649495:AFCMLCMP_01019	hypothetical protein		
g029034	GCF_009649495:NZ_WJNB01000002.1:159771-158239	GCF_009649495:AFCMLCMP_01020	hypothetical protein		
g029035	GCF_009649495:NZ_WJNB01000002.1:160505-159834	GCF_009649495:AFCMLCMP_01021	hypothetical protein		
g029036	GCF_009649495:NZ_WJNB01000002.1:160656-161498	GCF_009649495:AFCMLCMP_01022	hypothetical protein		
g029037	GCF_009649495:NZ_WJNB01000002.1:162786-161872	GCF_009649495:AFCMLCMP_01023	hypothetical protein		
g029038	GCF_009649495:NZ_WJNB01000002.1:162872-163252	GCF_009649495:AFCMLCMP_01024	hypothetical protein		
g029039	GCF_009649495:NZ_WJNB01000002.1:163237-164091	GCF_009649495:AFCMLCMP_01025	hypothetical protein		
g029040	GCF_009649495:NZ_WJNB01000002.1:165371-164166	GCF_009649495:AFCMLCMP_01026	hypothetical protein		
g029041	GCF_009649495:NZ_WJNB01000002.1:167025-165364	GCF_009649495:AFCMLCMP_01027	Release factor glutamine methyltransferase	2.1.1.297	
g029042	GCF_009649495:NZ_WJNB01000002.1:170153-167037	GCF_009649495:AFCMLCMP_01028	Type-1 restriction enzyme R protein	3.1.21.3	
g029043	GCF_009649495:NZ_WJNB01000002.1:170328-170567	GCF_009649495:AFCMLCMP_01029	hypothetical protein		
g029044	GCF_009649495:NZ_WJNB01000002.1:170542-170706	GCF_009649495:AFCMLCMP_01030	hypothetical protein		
g029045	GCF_009649495:NZ_WJNB01000002.1:170669-171154	GCF_009649495:AFCMLCMP_01031	hypothetical protein		
g029046	GCF_009649495:NZ_WJNB01000002.1:171486-171977	GCF_009649495:AFCMLCMP_01032	hypothetical protein		
g029047	GCF_009649495:NZ_WJNB01000002.1:172248-173003	GCF_009649495:AFCMLCMP_01033	Dihydroanticapsin 7-dehydrogenase	1.1.1.385	
g029048	GCF_009649495:NZ_WJNB01000002.1:173104-173595	GCF_009649495:AFCMLCMP_01034	hypothetical protein		
g029049	GCF_009649495:NZ_WJNB01000002.1:173934-173659	GCF_009649495:AFCMLCMP_01035	hypothetical protein		
g029050	GCF_009649495:NZ_WJNB01000002.1:174699-175010	GCF_009649495:AFCMLCMP_01037	hypothetical protein		
g029051	GCF_009649495:NZ_WJNB01000002.1:175796-175053	GCF_009649495:AFCMLCMP_01038	hypothetical protein		
g029052	GCF_009649495:NZ_WJNB01000002.1:176340-175807	GCF_009649495:AFCMLCMP_01039	hypothetical protein		
g029053	GCF_009649495:NZ_WJNB01000002.1:176570-178099	GCF_009649495:AFCMLCMP_01040	Xylulose kinase	2.7.1.17	
g029054	GCF_009649495:NZ_WJNB01000002.1:17773-16868	GCF_009649495:AFCMLCMP_00877	hypothetical protein		
g029055	GCF_009649495:NZ_WJNB01000002.1:178113-179456	GCF_009649495:AFCMLCMP_01041	High-affinity gluconate transporter		
g029056	GCF_009649495:NZ_WJNB01000002.1:179553-180557	GCF_009649495:AFCMLCMP_01042	HTH-type transcriptional regulator KdgR		
g029057	GCF_009649495:NZ_WJNB01000002.1:180609-182138	GCF_009649495:AFCMLCMP_01043	Xylulose kinase	2.7.1.17	
g029058	GCF_009649495:NZ_WJNB01000002.1:182315-182860	GCF_009649495:AFCMLCMP_01044	hypothetical protein		
g029059	GCF_009649495:NZ_WJNB01000002.1:182872-183063	GCF_009649495:AFCMLCMP_01045	hypothetical protein		
g029060	GCF_009649495:NZ_WJNB01000002.1:183082-183465	GCF_009649495:AFCMLCMP_01046	Alkaline shock protein 23		
g029061	GCF_009649495:NZ_WJNB01000002.1:184113-183619	GCF_009649495:AFCMLCMP_01047	Putative phosphinothricin acetyltransferase YwnH	2.3.1.183	
g029062	GCF_009649495:NZ_WJNB01000002.1:184308-184129	GCF_009649495:AFCMLCMP_01048	hypothetical protein		
g029063	GCF_009649495:NZ_WJNB01000002.1:184395-184718	GCF_009649495:AFCMLCMP_01049	hypothetical protein		
g029064	GCF_009649495:NZ_WJNB01000002.1:185243-184854	GCF_009649495:AFCMLCMP_01050	hypothetical protein		
g029065	GCF_009649495:NZ_WJNB01000002.1:186306-185371	GCF_009649495:AFCMLCMP_01051	Manganese-dependent inorganic pyrophosphatase	3.6.1.1	
g029066	GCF_009649495:NZ_WJNB01000002.1:186881-186423	GCF_009649495:AFCMLCMP_01052	hypothetical protein		
g029067	GCF_009649495:NZ_WJNB01000002.1:18746-17778	GCF_009649495:AFCMLCMP_00878	hypothetical protein		
g029068	GCF_009649495:NZ_WJNB01000002.1:189363-186898	GCF_009649495:AFCMLCMP_01053	DNA topoisomerase 4 subunit A	5.6.2.2	
g029069	GCF_009649495:NZ_WJNB01000002.1:19020-18748	GCF_009649495:AFCMLCMP_00879	hypothetical protein		
g029070	GCF_009649495:NZ_WJNB01000002.1:191391-189385	GCF_009649495:AFCMLCMP_01054	DNA topoisomerase 4 subunit B	5.6.2.2	
g029071	GCF_009649495:NZ_WJNB01000002.1:191617-192246	GCF_009649495:AFCMLCMP_01055	Glycerol-3-phosphate acyltransferase	2.3.1.275	
g029072	GCF_009649495:NZ_WJNB01000002.1:193233-192355	GCF_009649495:AFCMLCMP_01056	Protein LacX, plasmid		
g029073	GCF_009649495:NZ_WJNB01000002.1:195487-193367	GCF_009649495:AFCMLCMP_01057	DNA topoisomerase 1	5.6.2.1	
g029074	GCF_009649495:NZ_WJNB01000002.1:196484-195618	GCF_009649495:AFCMLCMP_01058	hypothetical protein		
g029075	GCF_009649495:NZ_WJNB01000002.1:197305-196535	GCF_009649495:AFCMLCMP_01059	Ribonuclease HII	3.1.26.4	
g029076	GCF_009649495:NZ_WJNB01000002.1:19768-19115	GCF_009649495:AFCMLCMP_00880	Oxygen regulatory protein NreC		
g029077	GCF_009649495:NZ_WJNB01000002.1:198170-197298	GCF_009649495:AFCMLCMP_01060	Ribosome biogenesis GTPase A		
g029078	GCF_009649495:NZ_WJNB01000002.1:198408-198184	GCF_009649495:AFCMLCMP_01061	hypothetical protein		
g029079	GCF_009649495:NZ_WJNB01000002.1:199029-198427	GCF_009649495:AFCMLCMP_01062	hypothetical protein		
g029080	GCF_009649495:NZ_WJNB01000002.1:199952-199032	GCF_009649495:AFCMLCMP_01063	hypothetical protein		
g029081	GCF_009649495:NZ_WJNB01000002.1:200897-200055	GCF_009649495:AFCMLCMP_01064	DegV domain-containing protein		
g029082	GCF_009649495:NZ_WJNB01000002.1:201076-201720	GCF_009649495:AFCMLCMP_01065	hypothetical protein		
g029083	GCF_009649495:NZ_WJNB01000002.1:202197-201700	GCF_009649495:AFCMLCMP_01066	Dihydrofolate reductase	1.5.1.3	
g029084	GCF_009649495:NZ_WJNB01000002.1:203172-202210	GCF_009649495:AFCMLCMP_01067	Thymidylate synthase	2.1.1.45	
g029085	GCF_009649495:NZ_WJNB01000002.1:205102-203192	GCF_009649495:AFCMLCMP_01068	Energy-dependent translational throttle protein EttA		
g029086	GCF_009649495:NZ_WJNB01000002.1:206315-205104	GCF_009649495:AFCMLCMP_01069	CCA-adding enzyme	2.7.7.72	
g029087	GCF_009649495:NZ_WJNB01000002.1:207706-206441	GCF_009649495:AFCMLCMP_01070	Beta-barrel assembly-enhancing protease	3.4.-.-	
g029088	GCF_009649495:NZ_WJNB01000002.1:20813-19761	GCF_009649495:AFCMLCMP_00881	Oxygen sensor histidine kinase NreB	2.7.13.3	
g029089	GCF_009649495:NZ_WJNB01000002.1:209677-208364	GCF_009649495:AFCMLCMP_01072	GTPase Der		
g029090	GCF_009649495:NZ_WJNB01000002.1:211778-211092	GCF_009649495:AFCMLCMP_01074	Cytidylate kinase	2.7.4.25	
g029091	GCF_009649495:NZ_WJNB01000002.1:212425-211835	GCF_009649495:AFCMLCMP_01075	hypothetical protein		
g029092	GCF_009649495:NZ_WJNB01000002.1:21262-20978	GCF_009649495:AFCMLCMP_00882	hypothetical protein		
g029093	GCF_009649495:NZ_WJNB01000002.1:213947-212508	GCF_009649495:AFCMLCMP_01076	ATP-dependent DNA helicase RecQ	3.6.4.12	
g029094	GCF_009649495:NZ_WJNB01000002.1:214965-213937	GCF_009649495:AFCMLCMP_01077	hypothetical protein		
g029095	GCF_009649495:NZ_WJNB01000002.1:215721-215143	GCF_009649495:AFCMLCMP_01078	Riboflavin transporter RibU		
g029096	GCF_009649495:NZ_WJNB01000002.1:216792-216079	GCF_009649495:AFCMLCMP_01079	Ribosomal large subunit pseudouridine synthase B	5.4.99.22	
g029097	GCF_009649495:NZ_WJNB01000002.1:217398-216793	GCF_009649495:AFCMLCMP_01080	Segregation and condensation protein B		
g029098	GCF_009649495:NZ_WJNB01000002.1:218152-217361	GCF_009649495:AFCMLCMP_01081	Segregation and condensation protein A		
g029099	GCF_009649495:NZ_WJNB01000002.1:21824-21252	GCF_009649495:AFCMLCMP_00883	Molybdenum cofactor guanylyltransferase	2.7.7.77	
g029100	GCF_009649495:NZ_WJNB01000002.1:218501-218145	GCF_009649495:AFCMLCMP_01082	Protein RibT	2.3.1.-	
g029101	GCF_009649495:NZ_WJNB01000002.1:219408-218515	GCF_009649495:AFCMLCMP_01083	Tyrosine recombinase XerD		
g029102	GCF_009649495:NZ_WJNB01000002.1:220289-219408	GCF_009649495:AFCMLCMP_01084	Conserved virulence factor B		
g029103	GCF_009649495:NZ_WJNB01000002.1:221891-220470	GCF_009649495:AFCMLCMP_01085	Pyruvate kinase	2.7.1.40	
g029104	GCF_009649495:NZ_WJNB01000002.1:22312-21824	GCF_009649495:AFCMLCMP_00884	hypothetical protein		
g029105	GCF_009649495:NZ_WJNB01000002.1:225427-222080	GCF_009649495:AFCMLCMP_01086	DNA polymerase III subunit alpha	2.7.7.7	
g029106	GCF_009649495:NZ_WJNB01000002.1:225485-225754	GCF_009649495:AFCMLCMP_01087	hypothetical protein		
g029107	GCF_009649495:NZ_WJNB01000002.1:227058-225811	GCF_009649495:AFCMLCMP_01088	Peptidase T	3.4.11.4	
g029108	GCF_009649495:NZ_WJNB01000002.1:227904-227077	GCF_009649495:AFCMLCMP_01089	GTP cyclohydrolase 1 type 2		
g029109	GCF_009649495:NZ_WJNB01000002.1:228598-227891	GCF_009649495:AFCMLCMP_01090	tRNA (adenine(22)-N(1))-methyltransferase	2.1.1.217	
g029110	GCF_009649495:NZ_WJNB01000002.1:229880-228696	GCF_009649495:AFCMLCMP_01091	putative N-acetyl-LL-diaminopimelate aminotransferase	2.6.1.-	
g029111	GCF_009649495:NZ_WJNB01000002.1:231240-230098	GCF_009649495:AFCMLCMP_01092	RNA polymerase sigma factor SigA		
g029112	GCF_009649495:NZ_WJNB01000002.1:233092-231242	GCF_009649495:AFCMLCMP_01093	DNA primase	2.7.7.-	
g029113	GCF_009649495:NZ_WJNB01000002.1:23508-22291	GCF_009649495:AFCMLCMP_00885	Molybdopterin molybdenumtransferase	2.10.1.1	
g029114	GCF_009649495:NZ_WJNB01000002.1:235297-233222	GCF_009649495:AFCMLCMP_01094	Glycine--tRNA ligase beta subunit	6.1.1.14	
g029115	GCF_009649495:NZ_WJNB01000002.1:236285-235299	GCF_009649495:AFCMLCMP_01095	Glycine--tRNA ligase alpha subunit	6.1.1.14	
g029116	GCF_009649495:NZ_WJNB01000002.1:237332-236547	GCF_009649495:AFCMLCMP_01096	DNA repair protein RecO		
g029117	GCF_009649495:NZ_WJNB01000002.1:238253-237348	GCF_009649495:AFCMLCMP_01097	GTPase Era		
g029118	GCF_009649495:NZ_WJNB01000002.1:238667-238266	GCF_009649495:AFCMLCMP_01098	Undecaprenol kinase	2.7.1.66	
g029119	GCF_009649495:NZ_WJNB01000002.1:239124-238645	GCF_009649495:AFCMLCMP_01099	Endoribonuclease YbeY	3.1.-.-	
g029120	GCF_009649495:NZ_WJNB01000002.1:23995-23498	GCF_009649495:AFCMLCMP_00886	Molybdenum cofactor biosynthesis protein B		
g029121	GCF_009649495:NZ_WJNB01000002.1:240125-239124	GCF_009649495:AFCMLCMP_01100	PhoH-like protein		
g029122	GCF_009649495:NZ_WJNB01000002.1:241646-240258	GCF_009649495:AFCMLCMP_01101	Argininosuccinate lyase	4.3.2.1	
g029123	GCF_009649495:NZ_WJNB01000002.1:242868-241636	GCF_009649495:AFCMLCMP_01102	Argininosuccinate synthase	6.3.4.5	
g029124	GCF_009649495:NZ_WJNB01000002.1:243997-243020	GCF_009649495:AFCMLCMP_01103	Choloylglycine hydrolase	3.5.1.24	
g029125	GCF_009649495:NZ_WJNB01000002.1:244554-244108	GCF_009649495:AFCMLCMP_01104	putative protein YqeY		
g029126	GCF_009649495:NZ_WJNB01000002.1:245105-246613	GCF_009649495:AFCMLCMP_01106	Membrane-bound lytic murein transglycosylase F	4.2.2.-	
g029127	GCF_009649495:NZ_WJNB01000002.1:246603-247343	GCF_009649495:AFCMLCMP_01107	Arginine transport ATP-binding protein ArtM		
g029128	GCF_009649495:NZ_WJNB01000002.1:249205-247403	GCF_009649495:AFCMLCMP_01108	Aspartate--tRNA ligase	6.1.1.12	
g029129	GCF_009649495:NZ_WJNB01000002.1:249589-250437	GCF_009649495:AFCMLCMP_01109	putative ketoamine kinase	2.7.1.-	
g029130	GCF_009649495:NZ_WJNB01000002.1:25008-23992	GCF_009649495:AFCMLCMP_00887	hypothetical protein		
g029131	GCF_009649495:NZ_WJNB01000002.1:250985-250548	GCF_009649495:AFCMLCMP_01110	D-aminoacyl-tRNA deacylase	3.1.1.96	
g029132	GCF_009649495:NZ_WJNB01000002.1:25153-28818	GCF_009649495:AFCMLCMP_00888	Respiratory nitrate reductase 1 alpha chain	1.7.5.1	
g029133	GCF_009649495:NZ_WJNB01000002.1:253234-250997	GCF_009649495:AFCMLCMP_01111	GTP pyrophosphokinase	2.7.6.5	
g029134	GCF_009649495:NZ_WJNB01000002.1:253588-253253	GCF_009649495:AFCMLCMP_01112	hypothetical protein		
g029135	GCF_009649495:NZ_WJNB01000002.1:254408-253668	GCF_009649495:AFCMLCMP_01113	Ribosomal RNA small subunit methyltransferase E	2.1.1.193	
g029136	GCF_009649495:NZ_WJNB01000002.1:255368-254409	GCF_009649495:AFCMLCMP_01114	Ribosomal protein L11 methyltransferase	2.1.1.-	
g029137	GCF_009649495:NZ_WJNB01000002.1:255836-255498	GCF_009649495:AFCMLCMP_01115	hypothetical protein		
g029138	GCF_009649495:NZ_WJNB01000002.1:256295-257254	GCF_009649495:AFCMLCMP_01116	L-lactate dehydrogenase	1.1.1.27	
g029139	GCF_009649495:NZ_WJNB01000002.1:257505-257332	GCF_009649495:AFCMLCMP_01117	hypothetical protein		
g029140	GCF_009649495:NZ_WJNB01000002.1:258643-257564	GCF_009649495:AFCMLCMP_01118	putative oxidoreductase YjmC	1.1.1.-	
g029141	GCF_009649495:NZ_WJNB01000002.1:260132-258717	GCF_009649495:AFCMLCMP_01119	Dipeptidase A	3.4.-.-	
g029142	GCF_009649495:NZ_WJNB01000002.1:262201-260366	GCF_009649495:AFCMLCMP_01120	Elongation factor 4	3.6.5.-	
g029143	GCF_009649495:NZ_WJNB01000002.1:263493-262345	GCF_009649495:AFCMLCMP_01121	Chaperone protein DnaJ		
g029144	GCF_009649495:NZ_WJNB01000002.1:265487-263619	GCF_009649495:AFCMLCMP_01122	Chaperone protein DnaK		
g029145	GCF_009649495:NZ_WJNB01000002.1:266084-265512	GCF_009649495:AFCMLCMP_01123	Protein GrpE		
g029146	GCF_009649495:NZ_WJNB01000002.1:267149-266097	GCF_009649495:AFCMLCMP_01124	Heat-inducible transcription repressor HrcA		
g029147	GCF_009649495:NZ_WJNB01000002.1:267268-267639	GCF_009649495:AFCMLCMP_01125	hypothetical protein		
g029148	GCF_009649495:NZ_WJNB01000002.1:268650-267706	GCF_009649495:AFCMLCMP_01126	Bifunctional riboflavin kinase/FMN adenylyltransferase		
g029149	GCF_009649495:NZ_WJNB01000002.1:269570-268665	GCF_009649495:AFCMLCMP_01127	tRNA pseudouridine synthase B	5.4.99.25	
g029150	GCF_009649495:NZ_WJNB01000002.1:270106-269747	GCF_009649495:AFCMLCMP_01128	Ribosome-binding factor A		
g029151	GCF_009649495:NZ_WJNB01000002.1:272390-270126	GCF_009649495:AFCMLCMP_01129	Translation initiation factor IF-2		
g029152	GCF_009649495:NZ_WJNB01000002.1:272754-272404	GCF_009649495:AFCMLCMP_01130	hypothetical protein		
g029153	GCF_009649495:NZ_WJNB01000002.1:273007-272702	GCF_009649495:AFCMLCMP_01131	hypothetical protein		
g029154	GCF_009649495:NZ_WJNB01000002.1:274234-273041	GCF_009649495:AFCMLCMP_01132	Transcription termination/antitermination protein NusA		
g029155	GCF_009649495:NZ_WJNB01000002.1:274728-274255	GCF_009649495:AFCMLCMP_01133	Ribosome maturation factor RimP		
g029156	GCF_009649495:NZ_WJNB01000002.1:279189-274861	GCF_009649495:AFCMLCMP_01134	DNA polymerase III PolC-type	2.7.7.7	
g029157	GCF_009649495:NZ_WJNB01000002.1:280998-279265	GCF_009649495:AFCMLCMP_01135	Proline--tRNA ligase	6.1.1.15	
g029158	GCF_009649495:NZ_WJNB01000002.1:282296-281022	GCF_009649495:AFCMLCMP_01136	Regulator of sigma-W protease RasP	3.4.24.-	
g029159	GCF_009649495:NZ_WJNB01000002.1:283104-282319	GCF_009649495:AFCMLCMP_01137	hypothetical protein		
g029160	GCF_009649495:NZ_WJNB01000002.1:283888-283124	GCF_009649495:AFCMLCMP_01138	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	2.5.1.31	
g029161	GCF_009649495:NZ_WJNB01000002.1:284692-284129	GCF_009649495:AFCMLCMP_01139	Ribosome-recycling factor		
g029162	GCF_009649495:NZ_WJNB01000002.1:285419-284697	GCF_009649495:AFCMLCMP_01140	Uridylate kinase	2.7.4.22	
g029163	GCF_009649495:NZ_WJNB01000002.1:286376-285501	GCF_009649495:AFCMLCMP_01141	Elongation factor Ts		
g029164	GCF_009649495:NZ_WJNB01000002.1:287267-286476	GCF_009649495:AFCMLCMP_01142	30S ribosomal protein S2		
g029165	GCF_009649495:NZ_WJNB01000002.1:28808-30367	GCF_009649495:AFCMLCMP_00889	Respiratory nitrate reductase 1 beta chain	1.7.5.1	
g029166	GCF_009649495:NZ_WJNB01000002.1:288422-287430	GCF_009649495:AFCMLCMP_01143	D-lactate dehydrogenase	1.1.1.28	
g029167	GCF_009649495:NZ_WJNB01000002.1:288714-288424	GCF_009649495:AFCMLCMP_01144	hypothetical protein		
g029168	GCF_009649495:NZ_WJNB01000002.1:289459-288704	GCF_009649495:AFCMLCMP_01145	tRNA1(Val) (adenine(37)-N6)-methyltransferase	2.1.1.223	
g029169	GCF_009649495:NZ_WJNB01000002.1:289554-290192	GCF_009649495:AFCMLCMP_01146	1-acyl-sn-glycerol-3-phosphate acyltransferase	2.3.1.-	
g029170	GCF_009649495:NZ_WJNB01000002.1:290791-290537	GCF_009649495:AFCMLCMP_01148	hypothetical protein		
g029171	GCF_009649495:NZ_WJNB01000002.1:290916-291542	GCF_009649495:AFCMLCMP_01149	LexA repressor	3.4.21.88	
g029172	GCF_009649495:NZ_WJNB01000002.1:292767-291607	GCF_009649495:AFCMLCMP_01150	Hydroxymethylglutaryl-CoA synthase	2.3.3.10	
g029173	GCF_009649495:NZ_WJNB01000002.1:293475-292804	GCF_009649495:AFCMLCMP_01151	Ribonuclease H	3.1.26.4	
g029174	GCF_009649495:NZ_WJNB01000002.1:294465-293848	GCF_009649495:AFCMLCMP_01153	hypothetical protein		
g029175	GCF_009649495:NZ_WJNB01000002.1:295095-294577	GCF_009649495:AFCMLCMP_01154	Adenine phosphoribosyltransferase	2.4.2.7	
g029176	GCF_009649495:NZ_WJNB01000002.1:297440-295113	GCF_009649495:AFCMLCMP_01155	hypothetical protein		
g029177	GCF_009649495:NZ_WJNB01000002.1:299395-297959	GCF_009649495:AFCMLCMP_01156	hypothetical protein		
g029178	GCF_009649495:NZ_WJNB01000002.1:300601-300113	GCF_009649495:AFCMLCMP_01159	hypothetical protein		
g029179	GCF_009649495:NZ_WJNB01000002.1:301548-301300	GCF_009649495:AFCMLCMP_01162	hypothetical protein		
g029180	GCF_009649495:NZ_WJNB01000002.1:30360-30938	GCF_009649495:AFCMLCMP_00890	hypothetical protein		
g029181	GCF_009649495:NZ_WJNB01000002.1:305628-301765	GCF_009649495:AFCMLCMP_01164	hypothetical protein		
g029182	GCF_009649495:NZ_WJNB01000002.1:308296-305630	GCF_009649495:AFCMLCMP_01165	hypothetical protein		
g029183	GCF_009649495:NZ_WJNB01000002.1:30931-31623	GCF_009649495:AFCMLCMP_00891	Nitrate reductase-like protein NarX		
g029184	GCF_009649495:NZ_WJNB01000002.1:313885-309200	GCF_009649495:AFCMLCMP_01167	Chromosome partition protein Smc		
g029185	GCF_009649495:NZ_WJNB01000002.1:316036-315596	GCF_009649495:AFCMLCMP_01171	hypothetical protein		
